"ID" "Description" "GeneRatio" "BgRatio" "RichFactor" "FoldEnrichment" "zScore" "pvalue" "p.adjust" "qvalue" "geneID" "Count" "category" "subcategory" "ONTOLOGY"
"GO:0016064" "GO:0016064" "immunoglobulin mediated immune response" "69/1220" "228/13317" 0.302631578947368 3.30339732528041 11.1406624582412 7.19055299571205e-20 3.08690440105918e-16 3.08690440105918e-16 "Aicda/C1qbp/Ccr6/Cd40lg/Cd74/Clcf1/Fcmr/Gimap3/Gimap5/Hmces/Ighe/Ighv1-18/Ighv1-19/Ighv1-22/Ighv1-26/Ighv1-31/Ighv1-34/Ighv1-36/Ighv1-39/Ighv1-4/Ighv1-42/Ighv1-49/Ighv1-5/Ighv1-50/Ighv1-52/Ighv1-53/Ighv1-54/Ighv1-59/Ighv1-62-2/Ighv1-64/Ighv1-66/Ighv1-69/Ighv1-7/Ighv1-72/Ighv1-77/Ighv1-80/Ighv1-82/Ighv1-84/Ighv1-9/Ighv12-3/Ighv13-2/Ighv14-1/Ighv14-2/Ighv14-3/Ighv2-2/Ighv2-4/Ighv2-6/Ighv2-6-8/Ighv3-1/Ighv3-3/Ighv3-4/Ighv3-5/Ighv4-1/Ighv5-12/Ighv5-15/Ighv5-17/Ighv5-6/Ighv5-9-1/Ighv6-6/Ighv7-1/Ighv9-1/Ighv9-4/Il27ra/Lta/Mlh1/Paxip1/Pms2/Shld1/Ung" 69 "" "" "BP"
"GO:0019724" "GO:0019724" "B cell mediated immunity" "69/1220" "231/13317" 0.298701298701299 3.26049606131573 11.0061202851819 1.59899287801835e-19 3.43223821266638e-16 3.43223821266638e-16 "Aicda/C1qbp/Ccr6/Cd40lg/Cd74/Clcf1/Fcmr/Gimap3/Gimap5/Hmces/Ighe/Ighv1-18/Ighv1-19/Ighv1-22/Ighv1-26/Ighv1-31/Ighv1-34/Ighv1-36/Ighv1-39/Ighv1-4/Ighv1-42/Ighv1-49/Ighv1-5/Ighv1-50/Ighv1-52/Ighv1-53/Ighv1-54/Ighv1-59/Ighv1-62-2/Ighv1-64/Ighv1-66/Ighv1-69/Ighv1-7/Ighv1-72/Ighv1-77/Ighv1-80/Ighv1-82/Ighv1-84/Ighv1-9/Ighv12-3/Ighv13-2/Ighv14-1/Ighv14-2/Ighv14-3/Ighv2-2/Ighv2-4/Ighv2-6/Ighv2-6-8/Ighv3-1/Ighv3-3/Ighv3-4/Ighv3-5/Ighv4-1/Ighv5-12/Ighv5-15/Ighv5-17/Ighv5-6/Ighv5-9-1/Ighv6-6/Ighv7-1/Ighv9-1/Ighv9-4/Il27ra/Lta/Mlh1/Paxip1/Pms2/Shld1/Ung" 69 "" "" "BP"
"GO:0002449" "GO:0002449" "lymphocyte mediated immunity" "81/1220" "394/13317" 0.205583756345178 2.2440646584006 7.96044525054539 1.93195261615348e-12 2.76462419371563e-09 2.76462419371563e-09 "Aicda/Aire/C1qbp/Ccr6/Cd1d1/Cd40lg/Cd74/Cd96/Clcf1/Crtam/Dpp4/Ephb6/Fcmr/Gata3/Gimap3/Gimap5/H2-Q1/Hmces/Ighe/Ighv1-18/Ighv1-19/Ighv1-22/Ighv1-26/Ighv1-31/Ighv1-34/Ighv1-36/Ighv1-39/Ighv1-4/Ighv1-42/Ighv1-49/Ighv1-5/Ighv1-50/Ighv1-52/Ighv1-53/Ighv1-54/Ighv1-59/Ighv1-62-2/Ighv1-64/Ighv1-66/Ighv1-69/Ighv1-7/Ighv1-72/Ighv1-77/Ighv1-80/Ighv1-82/Ighv1-84/Ighv1-9/Ighv12-3/Ighv13-2/Ighv14-1/Ighv14-2/Ighv14-3/Ighv2-2/Ighv2-4/Ighv2-6/Ighv2-6-8/Ighv3-1/Ighv3-3/Ighv3-4/Ighv3-5/Ighv4-1/Ighv5-12/Ighv5-15/Ighv5-17/Ighv5-6/Ighv5-9-1/Ighv6-6/Ighv7-1/Ighv9-1/Ighv9-4/Il27ra/Il7r/Klhl22/Lta/Mlh1/Paxip1/Pdcd1/Pms2/Sh2d1a/Shld1/Ung" 81 "" "" "BP"
"GO:0002460" "GO:0002460" "adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains" "82/1220" "411/13317" 0.199513381995134 2.17780303936819 7.70239380878829 7.27074639346806e-12 7.8033285667896e-09 7.8033285667896e-09 "Aicda/Aire/C1qbp/Ccr6/Cd1d1/Cd27/Cd4/Cd40lg/Cd74/Clcf1/Dpp4/Ephb6/Fcmr/Gata3/Gimap3/Gimap5/H2-Q1/Hmces/Ighe/Ighv1-18/Ighv1-19/Ighv1-22/Ighv1-26/Ighv1-31/Ighv1-34/Ighv1-36/Ighv1-39/Ighv1-4/Ighv1-42/Ighv1-49/Ighv1-5/Ighv1-50/Ighv1-52/Ighv1-53/Ighv1-54/Ighv1-59/Ighv1-62-2/Ighv1-64/Ighv1-66/Ighv1-69/Ighv1-7/Ighv1-72/Ighv1-77/Ighv1-80/Ighv1-82/Ighv1-84/Ighv1-9/Ighv12-3/Ighv13-2/Ighv14-1/Ighv14-2/Ighv14-3/Ighv2-2/Ighv2-4/Ighv2-6/Ighv2-6-8/Ighv3-1/Ighv3-3/Ighv3-4/Ighv3-5/Ighv4-1/Ighv5-12/Ighv5-15/Ighv5-17/Ighv5-6/Ighv5-9-1/Ighv6-6/Ighv7-1/Ighv9-1/Ighv9-4/Il27ra/Il7r/Klhl22/Lef1/Lta/Mlh1/Paxip1/Pdcd1/Pms2/Shld1/Tnfrsf13c/Ung" 82 "" "" "BP"
"GO:0002443" "GO:0002443" "leukocyte mediated immunity" "82/1220" "483/13317" 0.169772256728778 1.85316159250585 6.06529337594957 2.37927611118656e-08 2.04284646906478e-05 2.04284646906478e-05 "Aicda/Aire/C1qbp/Ccr6/Cd1d1/Cd40lg/Cd74/Cd96/Clcf1/Crtam/Dpp4/Ephb6/Fcmr/Gata3/Gimap3/Gimap5/H2-Q1/Hmces/Ighe/Ighv1-18/Ighv1-19/Ighv1-22/Ighv1-26/Ighv1-31/Ighv1-34/Ighv1-36/Ighv1-39/Ighv1-4/Ighv1-42/Ighv1-49/Ighv1-5/Ighv1-50/Ighv1-52/Ighv1-53/Ighv1-54/Ighv1-59/Ighv1-62-2/Ighv1-64/Ighv1-66/Ighv1-69/Ighv1-7/Ighv1-72/Ighv1-77/Ighv1-80/Ighv1-82/Ighv1-84/Ighv1-9/Ighv12-3/Ighv13-2/Ighv14-1/Ighv14-2/Ighv14-3/Ighv2-2/Ighv2-4/Ighv2-6/Ighv2-6-8/Ighv3-1/Ighv3-3/Ighv3-4/Ighv3-5/Ighv4-1/Ighv5-12/Ighv5-15/Ighv5-17/Ighv5-6/Ighv5-9-1/Ighv6-6/Ighv7-1/Ighv9-1/Ighv9-4/Il27ra/Il7r/Klhl22/Lat/Lta/Mlh1/Paxip1/Pdcd1/Pms2/Sh2d1a/Shld1/Ung" 82 "" "" "BP"
"GO:0140236" "GO:0140236" "translation at presynapse" "15/1220" "47/13317" 0.319148936170213 3.48369375653994 5.41675859840492 1.10778968441283e-05 0.00792086703572838 0.00792086703572838 "Rpl10a/Rpl13a/Rpl14/Rpl27/Rpl27a/Rpl32/Rpl36a/Rpl37a/Rpl5/Rpl8/Rps11/Rps14/Rps15a/Rps27/Rps5" 15 "" "" "BP"
"GO:0140241" "GO:0140241" "translation at synapse" "15/1220" "48/13317" 0.3125 3.41111680327869 5.31432046295844 1.47605255732185e-05 0.00792086703572838 0.00792086703572838 "Rpl10a/Rpl13a/Rpl14/Rpl27/Rpl27a/Rpl32/Rpl36a/Rpl37a/Rpl5/Rpl8/Rps11/Rps14/Rps15a/Rps27/Rps5" 15 "" "" "BP"
"GO:0140242" "GO:0140242" "translation at postsynapse" "15/1220" "48/13317" 0.3125 3.41111680327869 5.31432046295844 1.47605255732185e-05 0.00792086703572838 0.00792086703572838 "Rpl10a/Rpl13a/Rpl14/Rpl27/Rpl27a/Rpl32/Rpl36a/Rpl37a/Rpl5/Rpl8/Rps11/Rps14/Rps15a/Rps27/Rps5" 15 "" "" "BP"
"GO:0002181" "GO:0002181" "cytoplasmic translation" "31/1220" "156/13317" 0.198717948717949 2.16912042875158 4.66449972857642 2.78515253013388e-05 0.0132851775687386 0.0132851775687386 "Nmnat2/Rpl10a/Rpl13a/Rpl14/Rpl18/Rpl19/Rpl27/Rpl27a/Rpl3/Rpl30/Rpl32/Rpl36-ps12/Rpl36a/Rpl37a/Rpl5/Rpl8/Rpl9-ps6/Rps11/Rps13/Rps14/Rps15/Rps15a/Rps18/Rps19/Rps20/Rps21/Rps23/Rps3/Rps5/Rps7/Rpsa" 31 "" "" "BP"
"GO:0045061" "GO:0045061" "thymic T cell selection" "10/1220" "25/13317" 0.4 4.36622950819672 5.34991065156044 3.63277555057566e-05 0.0155955054386213 0.0155955054386213 "Aire/Cd1d1/Cd3d/Cd3e/Cd3g/Cd74/Gata3/Itpkb/Jag2/Zap70" 10 "" "" "BP"
