"ID" "Description" "GeneRatio" "BgRatio" "RichFactor" "FoldEnrichment" "zScore" "pvalue" "p.adjust" "qvalue" "geneID" "Count" "category" "subcategory" "ONTOLOGY"
"GO:0022613" "GO:0022613" "ribonucleoprotein complex biogenesis" "155/2082" "427/13317" 0.362997658079625 2.32182507812025 11.9509432324841 1.80823870492708e-26 9.51314382662135e-23 9.40093785645771e-23 "2810004N23Rik/Aar2/Aatf/Abt1/Ago1/Ago2/Brix1/Bud23/Ddx10/Ddx20/Ddx21/Ddx27/Ddx31/Ddx39b/Ddx46/Ddx47/Ddx54/Ddx56/Denr/Dhx30/Dhx37/Dicer1/Drosha/Efl1/Eif3b/Eif3c/Eif3d/Eif3e/Eif3f/Eif3g/Eif3h/Eif3i/Eif3k/Eif3l/Eif3m/Eif4a3/Eif5b/Eif6/Eri1/Exosc1/Exosc10/Exosc2/Exosc4/Exosc5/Exosc6/Exosc8/Fastkd2/Fau/Fbl/Gcfc2/Gemin5/Gemin6/Gemin7/Gemin8/Grwd1/Gtf3a/Ipo4/Lsm4/Lyar/Mettl16/Mettl18/Mrps7/mt-Rnr1/mt-Rnr2/Mybbp1a/Ncbp1/Ncl/Ngdn/Nhp2/Nle1/Noc4l/Nol11/Nol6/Nop14/Nop16/Nop2/Nop53/Npm1/Npm3/Nsa2/Pa2g4/Pdcd11/Pes1/Prkdc/Prmt5/Prmt7/Prpf19/Prpf31/Prpf6/Puf60/Rbm10/Rbmx/Rcc1l/Rcl1/Rexo5/Riox2/Rpl11/Rpl24/Rpl26/Rpl35/Rpl35a/Rpl38/Rpl7/Rpl7a/Rplp0/Rpp40/Rps12/Rps16/Rps17/Rps19bp1/Rps24/Rps25/Rps27a/Rps28/Rps3a1/Rps4x/Rps6/Rps6-ps4/Rps8/Rps9/Rpusd2/Rrp1/Rrp15/Rrp8/Ruvbl1/Sart3/Sf3a1/Sf3a2/Sf3a3/Shq1/Snrnp200/Snrpd1/Snrpd2/Snrpf/Snu13/Suv39h1/Tarbp2/Tent4b/Trmt112/Trmt2b/Tsr3/Tssc4/Urb1/Utp11/Utp15/Utp4/Wbp11/Wdr18/Wdr3/Wdr36/Wdr46/Wdr74/Xrcc5/Ythdf2/Zfp622" 155 "" "" "BP"
"GO:0042254" "GO:0042254" "ribosome biogenesis" "111/2082" "304/13317" 0.365131578947368 2.33547417715759 10.1396809341681 1.87959366718402e-19 4.94427114152756e-16 4.88595427485361e-16 "2810004N23Rik/Aatf/Abt1/Brix1/Bud23/Ddx10/Ddx21/Ddx27/Ddx31/Ddx47/Ddx54/Ddx56/Dhx30/Dhx37/Dicer1/Drosha/Efl1/Eif4a3/Eif5b/Eif6/Eri1/Exosc1/Exosc10/Exosc2/Exosc4/Exosc5/Exosc6/Exosc8/Fastkd2/Fau/Fbl/Grwd1/Gtf3a/Ipo4/Lyar/Mettl16/Mettl18/Mrps7/mt-Rnr1/mt-Rnr2/Mybbp1a/Ncl/Ngdn/Nhp2/Nle1/Noc4l/Nol11/Nol6/Nop14/Nop16/Nop2/Nop53/Npm1/Npm3/Nsa2/Pa2g4/Pdcd11/Pes1/Prkdc/Rbm10/Rcc1l/Rcl1/Rexo5/Riox2/Rpl11/Rpl24/Rpl26/Rpl35/Rpl35a/Rpl38/Rpl7/Rpl7a/Rplp0/Rpp40/Rps12/Rps16/Rps17/Rps19bp1/Rps24/Rps25/Rps27a/Rps28/Rps3a1/Rps4x/Rps6/Rps6-ps4/Rps8/Rps9/Rpusd2/Rrp1/Rrp15/Rrp8/Snu13/Suv39h1/Tent4b/Trmt112/Trmt2b/Tsr3/Urb1/Utp11/Utp15/Utp4/Wbp11/Wdr18/Wdr3/Wdr36/Wdr46/Wdr74/Xrcc5/Ythdf2/Zfp622" 111 "" "" "BP"
"GO:0002181" "GO:0002181" "cytoplasmic translation" "67/2082" "156/13317" 0.429487179487179 2.74710891893889 9.44884125826351 2.62781404680974e-16 4.52113974349012e-13 4.46781364221285e-13 "Denr/Drg2/Eef2/Eif2b4/Eif2b5/Eif3b/Eif3c/Eif3d/Eif3e/Eif3f/Eif3g/Eif3h/Eif3i/Eif3k/Eif3l/Eif3m/Ftsj1/Mettl3/Ncbp1/Rpl11/Rpl12/Rpl13/Rpl15/Rpl17/Rpl18a/Rpl22/Rpl22l1/Rpl23/Rpl23a/Rpl24/Rpl26/Rpl28/Rpl29/Rpl31/Rpl34/Rpl35/Rpl35a/Rpl36/Rpl38/Rpl39/Rpl4/Rpl6/Rpl6l/Rpl7/Rpl7a/Rpl9/Rplp0/Rplp1/Rps10/Rps12/Rps16/Rps17/Rps2/Rps24/Rps25/Rps26/Rps27a/Rps28/Rps29/Rps3a1/Rps4x/Rps6/Rps6-ps4/Rps8/Rps9/Rwdd1/Ythdf2" 67 "" "" "BP"
"GO:0016072" "GO:0016072" "rRNA metabolic process" "89/2082" "241/13317" 0.369294605809129 2.36210195271862 9.18589333851802 3.4374755700362e-16 4.52113974349012e-13 4.46781364221285e-13 "Abt1/Brix1/Bud23/Ddx10/Ddx11/Ddx21/Ddx27/Ddx47/Ddx54/Ddx56/Dhx37/Dicer1/Drosha/Eif4a3/Eif6/Ercc6/Eri1/Exosc1/Exosc10/Exosc2/Exosc4/Exosc5/Exosc6/Exosc8/Fbl/Gtf3c1/Lyar/Mettl16/Mettl18/Ncl/Ngdn/Nhp2/Nol11/Nol6/Nop14/Nop2/Nop53/Npm1/Npm3/Nsa2/Pa2g4/Pdcd11/Pes1/Polr1a/Polr2e/Prkdc/Rcl1/Rexo5/Rpl11/Rpl26/Rpl35/Rpl35a/Rpl7/Rpl7a/Rpp40/Rps16/Rps17/Rps24/Rps25/Rps28/Rps6/Rps6-ps4/Rps8/Rpusd2/Rrp1/Rrp15/Rrp8/Smarca4/Smarcb1/Snu13/Suv39h1/Tcof1/Tent4b/Trmt112/Trmt2b/Trp53/Tsr3/Ubtf/Urb1/Utp11/Utp15/Utp4/Wbp11/Wdr18/Wdr3/Wdr36/Wdr46/Wdr74/Ythdf2" 89 "" "" "BP"
"GO:0006364" "GO:0006364" "rRNA processing" "79/2082" "211/13317" 0.374407582938389 2.39480585110015 8.7914522949015 6.70470125718781e-15 7.05468666281301e-12 6.97147779142117e-12 "Abt1/Brix1/Bud23/Ddx10/Ddx21/Ddx27/Ddx47/Ddx54/Ddx56/Dhx37/Dicer1/Drosha/Eif4a3/Eif6/Eri1/Exosc1/Exosc10/Exosc2/Exosc4/Exosc5/Exosc6/Exosc8/Fbl/Lyar/Mettl16/Mettl18/Ncl/Ngdn/Nhp2/Nol11/Nol6/Nop14/Nop2/Nop53/Npm1/Npm3/Nsa2/Pa2g4/Pdcd11/Pes1/Prkdc/Rcl1/Rexo5/Rpl11/Rpl26/Rpl35/Rpl35a/Rpl7/Rpl7a/Rpp40/Rps16/Rps17/Rps24/Rps25/Rps28/Rps6/Rps6-ps4/Rps8/Rpusd2/Rrp1/Rrp15/Rrp8/Snu13/Suv39h1/Tent4b/Trmt112/Trmt2b/Tsr3/Urb1/Utp11/Utp15/Utp4/Wbp11/Wdr18/Wdr3/Wdr36/Wdr46/Wdr74/Ythdf2" 79 "" "" "BP"
"GO:0006399" "GO:0006399" "tRNA metabolic process" "65/2082" "166/13317" 0.391566265060241 2.50455713343287 8.39699813442316 1.49664907060518e-13 1.31231179340898e-10 1.29683329117877e-10 "Adat1/Adat2/Alkbh1/Alkbh8/Ctu1/Ctu2/Dtd1/Dtwd1/Dus1l/Dus3l/Dus4l/Ears2/Elac2/Elp2/Elp3/Elp4/Exosc10/Exosc2/Exosc8/Farsb/Ftsj1/Hsd17b10/Kti12/Lage3/Lcmt2/Lrrc47/Mettl2/Mto1/Nars2/Pars2/Polr2e/Polr2l/Polr3e/Pus3/Pus7/Pusl1/Rpp14/Rpp21/Rpp25l/Rpp40/Rtcb/Rtraf/Sars2/Tarbp1/Tars2/Thada/Thumpd1/Thumpd3/Trmt1/Trmt10a/Trmt10b/Trmt10c/Trmt112/Trmt13/Trmt2b/Trmt6/Trmt61a/Trpt1/Tsen2/Tyw1/Urm1/Vars2/Wdr6/Yrdc/Zcchc7" 65 "" "" "BP"
"GO:0140241" "GO:0140241" "translation at synapse" "30/2082" "48/13317" 0.625 3.99765850144092 8.95621261325732 2.21378531742327e-13 1.45584056937048e-10 1.43866916878336e-10 "Eef2/Rpl10/Rpl12/Rpl13/Rpl15/Rpl17/Rpl22/Rpl23/Rpl23a/Rpl24/Rpl26/Rpl28/Rpl29/Rpl34/Rpl35/Rpl35a/Rpl36/Rpl38/Rpl4/Rpl6/Rpl7/Rpl7a/Rpl9/Rps10/Rps12/Rps16/Rps24/Rps26/Rps27a/Rps28" 30 "" "" "BP"
"GO:0140242" "GO:0140242" "translation at postsynapse" "30/2082" "48/13317" 0.625 3.99765850144092 8.95621261325732 2.21378531742327e-13 1.45584056937048e-10 1.43866916878336e-10 "Eef2/Rpl10/Rpl12/Rpl13/Rpl15/Rpl17/Rpl22/Rpl23/Rpl23a/Rpl24/Rpl26/Rpl28/Rpl29/Rpl34/Rpl35/Rpl35a/Rpl36/Rpl38/Rpl4/Rpl6/Rpl7/Rpl7a/Rpl9/Rps10/Rps12/Rps16/Rps24/Rps26/Rps27a/Rps28" 30 "" "" "BP"
"GO:0022618" "GO:0022618" "protein-RNA complex assembly" "66/2082" "174/13317" 0.379310344827586 2.42616515949518 8.15150708367457 5.62089838160291e-13 3.28572737617921e-10 3.24697276102184e-10 "Aar2/Abt1/Ago1/Ago2/Brix1/Ddx20/Ddx39b/Ddx46/Denr/Dhx30/Dicer1/Eif3b/Eif3c/Eif3d/Eif3e/Eif3f/Eif3g/Eif3h/Eif3i/Eif3k/Eif3l/Eif3m/Eif6/Fastkd2/Fau/Gcfc2/Gemin5/Gemin6/Gemin7/Gemin8/Lsm4/Mrps7/mt-Rnr1/mt-Rnr2/Ncbp1/Nop2/Nop53/Prkdc/Prmt5/Prmt7/Prpf19/Prpf31/Prpf6/Puf60/Rbmx/Rpl11/Rpl24/Rpl38/Rps25/Rps28/Rps6/Rps6-ps4/Ruvbl1/Sart3/Sf3a1/Sf3a2/Sf3a3/Shq1/Snrnp200/Snrpd1/Snrpd2/Snrpf/Snu13/Tarbp2/Tssc4/Xrcc5" 66 "" "" "BP"
"GO:0140236" "GO:0140236" "translation at presynapse" "29/2082" "47/13317" 0.617021276595745 3.94662456312466 8.71122015873662 8.97847493639956e-13 4.72357566403981e-10 4.66786186430289e-10 "Rpl10/Rpl12/Rpl13/Rpl15/Rpl17/Rpl22/Rpl23/Rpl23a/Rpl24/Rpl26/Rpl28/Rpl29/Rpl34/Rpl35/Rpl35a/Rpl36/Rpl38/Rpl4/Rpl6/Rpl7/Rpl7a/Rpl9/Rps10/Rps12/Rps16/Rps24/Rps26/Rps27a/Rps28" 29 "" "" "BP"
