"ID" "Description" "GeneRatio" "BgRatio" "RichFactor" "FoldEnrichment" "zScore" "pvalue" "p.adjust" "qvalue" "geneID" "Count" "category" "subcategory" "ONTOLOGY"
"GO:0030855" "GO:0030855" "epithelial cell differentiation" "126/1657" "493/13317" 0.255578093306288 2.0540334752926 8.99010949307814 4.59162099558949e-16 2.39958113229507e-12 1.98068029893955e-12 "Acvr1/Afdn/Agr2/Alox8/Amotl2/Ankrd24/Anxa1/Anxa4/Asah1/Bmpr2/Camsap3/Cav1/Cd34/Cdkn2b/Cebpb/Ces1d/Cldn1/Cldn3/Clic5/Col18a1/Col4a1/Col6a1/Crb3/Csf1r/Csta1/Ctnnd1/Ctsb/Ctsl/Dab2/Dmd/Dsp/E2f7/Ednrb/Ehf/Epha2/Errfi1/Esrp1/Evpl/Exph5/Fam20c/Fn3k/Fndc3b/Fosl2/Foxa1/Fstl1/Fzd1/Fzd4/Fzd7/Gja1/Grhl1/Hoxa5/Hrh2/Hsf4/Id1/Igf1/Il1a/Il1b/Inhba/Jmjd1c/Jun/Kazn/Kdf1/Klf5/Krt12/Krt13/Krt14/Krt15/Krt16/Krt17/Krt19/Krt23/Krt5/Krt6a/Krt6b/Krt7/Krt75/Krt83/Krt90/Lamb2/Lif/Maf/Mafb/Maff/Myd88/Nfib/Nfkbiz/Notch4/Nr2f2/Pard3/Pax6/Pdpn/Plcb1/Pof1b/Ppl/Prdm1/Ptgs2/Ptpro/Rab25/Scel/Serpine1/Shroom3/Slc44a4/Slc7a11/Sox18/Spdef/Spred1/Sprr1a/Sprr2f/Stfa1/Stfa2/Stfa2l1/Tdrd7/Tgm1/Tjp1/Tmem100/Tmem132e/Tmem38b/Tnf/Txnip/Upk1b/Vdr/Vegfa/Wnt11/Wnt4/Wwtr1/Xbp1" 126 "" "" "BP"
"GO:0048514" "GO:0048514" "blood vessel morphogenesis" "122/1657" "495/13317" 0.246464646464646 1.98079040251641 8.38300630613849 2.45659313961697e-14 6.41907787381915e-11 5.2984835190265e-11 "Acvr1/Adam12/Adam15/Adam8/Adgra2/Adgrf5/Adrb2/Ahr/Akt1/Amotl2/Ang/Anpep/Anxa1/Anxa2/Anxa3/Aplnr/Arhgap24/Bax/Becn1/Bmpr1a/Bmpr2/C3/C5ar1/Cav1/Ccl2/Ccn1/Ccr2/Cd34/Cfh/Col18a1/Col3a1/Col4a1/Col4a2/Comp/Cxcr2/Cysltr1/Ddah1/Dll4/E2f2/E2f7/Efna1/Efnb2/Egf/Emilin2/Emp2/Epha1/Epha2/Ephb3/Fn1/Folr1/Foxo4/Fzd4/Ghrl/Gja1/Hbegf/Hk2/Hmox1/Hoxa5/Hoxb3/Hspg2/Id1/Il1a/Il1b/Itga5/Jun/Klf5/Lgals3/Lif/Lox/Loxl2/Lrp1/Mmp14/Mmp2/Mmrn2/Nfatc4/Notch4/Nr2f2/Nrp1/Nrp2/Pdgfrb/Pkd2/Plau/Plcd1/Plk2/Prdm1/Prrx1/Ptgs2/Pxdn/Rin2/Serpine1/Slc12a2/Slc1a1/Slit2/Smad6/Smad7/Smoc2/Sox18/Spred1/Stab1/Sulf1/Tbx2/Tead2/Tgfa/Tgfbi/Tgm2/Thbs2/Thbs4/Tiparp/Tjp1/Tmem100/Tnf/Tnfrsf12a/Unc5b/Vash1/Vav3/Vegfa/Wnt11/Wnt4/Wnt7b/Xbp1/Zc3h12a/Zfp950" 122 "" "" "BP"
"GO:0043588" "GO:0043588" "skin development" "70/1657" "225/13317" 0.311111111111111 2.50034198350433 8.55613040560378 8.56694840640593e-14 1.49236241239591e-10 1.23183700243689e-10 "Akt1/Alox8/Anxa1/Asah1/Asprv1/Atp7a/Cldn1/Cldn4/Col3a1/Col5a1/Col5a2/Col6a1/Comp/Csta1/Ctsl/Cysrt1/Dsp/Egfr/Epha2/Errfi1/Evpl/Exph5/Fosl2/Fzd6/Gnas/Grhl1/Grhl3/Il1a/Inhba/Itgb6/Kazn/Kdf1/Krt14/Krt16/Krt17/Krt5/Krt6a/Krt6b/Krt7/Krt75/Krt83/Krt90/Lama5/Lrp4/Lsr/Mafb/Mfsd12/Mreg/Myd88/Nfkbiz/Pax6/Ppl/Prss8/Ptgs2/Scel/Slc2a10/Snai1/Sox18/Sprr1a/Sprr2f/Stfa1/Stfa2/Stfa2l1/Tgm1/Tmprss11f/Tnf/Trps1/Txnip/Vdr/Zfp750" 70 "" "" "BP"
"GO:0009611" "GO:0009611" "response to wounding" "107/1657" "433/13317" 0.247113163972286 1.98600241678874 7.86312974526079 8.67426401041247e-13 1.13329259296039e-09 9.35450892491324e-10 "2810403D21Rik/3300005D01Rik/Ajuba/Anxa1/Anxa2/Anxa8/Arhgap24/Atp7a/Bax/Cadm4/Cask/Cav1/Ccl2/Ccn1/Ccr2/Cd34/Cfh/Chmp1b/Cldn1/Cldn3/Cldn4/Clec10a/Clec7a/Cntf/Col3a1/Col5a1/Col6a1/Comp/Cxadr/Dcbld2/Ddr1/Ddr2/Dmtn/Dsp/Duox2/Eldr/Emilin2/Epha4/Erbb2/Evpl/F10/F7/F8/Fermt2/Fn1/Folr1/Fzd6/Fzd7/Gnas/Grhl3/Hbegf/Hmox1/Igf1/Il1a/Insl3/Itga5/Itgb6/Jun/Kank1/Krt6a/Lamb2/Lrp1/Lyst/Mertk/Mir17hg/Mir22hg/Mmp12/Mmp2/Myoz1/Neat1/Neo1/Nfib/Nfkbiz/Nrep/Nrp1/Ocm/Omg/Papss2/Pard3/Pax6/Pdpn/Plat/Plau/Plet1/Ppl/Procr/S100a9/Serpine1/Slc11a1/Slc12a2/Slc1a1/Slc7a11/Smoc2/St3gal4/Tfpi2/Timp1/Tmprss4/Tmx1/Tnc/Tnf/Tnfrsf12a/Tspan8/Vash1/Vegfa/Wnt4/Xbp1/Xylt1" 107 "" "" "BP"
"GO:0001503" "GO:0001503" "ossification" "81/1657" "295/13317" 0.274576271186441 2.20671828810491 7.90090662725563 1.79763137915325e-12 1.87888431749098e-09 1.55088281932001e-09 "Acvr1/Acvr2a/Adrb2/Ahr/Akt1/Ank/Asgr2/Aspn/Bglap3/Bmp1/Bmp8a/Bmpr1a/Bmpr2/Ccn1/Ccr1/Cebpb/Cebpd/Clec5a/Col11a1/Col5a2/Col6a1/Comp/Csf1r/Cthrc1/Ctnnbip1/Ctsk/Ddr2/Duox2/Epha2/Esrra/Fam20c/Fermt2/Fgr/Fndc3b/Fosl2/Fzd1/Gja1/Gnas/Gpc3/Gpnmb/Hemgn/Hspg2/Id1/Igf1/Igfbp3/Klf10/Lox/Lrp4/Ltbp3/Ltf/Mmp13/Mmp14/Mmp2/Npnt/P2ry2/Pbx1/Penk/Ptgs2/Pth1r/Sbno2/Sgms2/Sh3pxd2b/Slc8a1/Smad6/Smad7/Snai1/Spp1/Tapt1/Thbs3/Tmem38b/Tnf/Tnfrsf11a/Trp53inp2/Trpm4/Vdr/Vegfa/Wnt11/Wnt4/Wnt7b/Wwtr1/Xylt1" 81 "" "" "BP"
"GO:0001501" "GO:0001501" "skeletal system development" "90/1657" "351/13317" 0.256410256410256 2.06072141497609 7.59190489156352 6.91472937062044e-12 6.02272928181041e-09 4.97132648435133e-09 "Acvr2a/Anxa2/Atg9b/Atp7a/Bglap3/Bgn/Bmp1/Bmp8a/Bmpr1a/Bmpr2/Ccn1/Cfh/Col11a1/Col18a1/Col3a1/Col5a2/Col6a1/Comp/Ctsk/Ddr2/Dmd/Epha2/Errfi1/Esrra/Etl4/Fam20c/Fbn1/Fgfrl1/Fgr/Flvcr1/Fmn1/Fosl2/Ghrl/Gja1/Gnas/Hoxa5/Hoxb3/Hspg2/Igf1/Itgb6/Lama5/Lgals3/Lox/Loxl2/Lrrc17/Ltbp3/Ltf/Maf/Mboat2/Mdfi/Mex3c/Mmp13/Mmp14/Mmp2/Nfib/Ogn/Papss2/Pbx1/Pdgfrb/Pls3/Prrx1/Pth1r/Rdh10/Ryk/Scin/Serpinh1/Sh3pxd2b/Slc2a10/Smad7/Snai1/Sox6/Spns2/Sulf1/Tapt1/Tgfbi/Tgm2/Thbs3/Tifab/Timp1/Tiparp/Tmem38b/Trps1/Ttc9/Vcan/Vdr/Vegfa/Wnt11/Wnt7b/Xylt1/Zfp950" 90 "" "" "BP"
"GO:0030216" "GO:0030216" "keratinocyte differentiation" "38/1657" "95/13317" 0.4 3.2147254073627 8.16642515988478 1.00907870324059e-11 7.53349329019329e-09 6.21835267049613e-09 "Alox8/Anxa1/Asah1/Csta1/Dsp/Epha2/Errfi1/Evpl/Exph5/Fosl2/Grhl1/Il1a/Kazn/Kdf1/Krt14/Krt16/Krt17/Krt5/Krt6a/Krt6b/Krt7/Krt75/Krt83/Krt90/Mafb/Nfkbiz/Pax6/Ppl/Ptgs2/Scel/Sprr1a/Sprr2f/Stfa1/Stfa2/Stfa2l1/Tgm1/Txnip/Vdr" 38 "" "" "BP"
"GO:0060326" "GO:0060326" "cell chemotaxis" "70/1657" "248/13317" 0.282258064516129 2.26845542858255 7.60114023703495 1.47932769501572e-11 9.66370816769021e-09 7.97669065022952e-09 "Adam8/Agr2/Anxa1/App/Arhgef16/Bcar1/Bst1/C5ar1/Ccl2/Ccl9/Ccr1/Ccr2/Ccr5/Ccrl2/Csf1r/Csf3r/Cxadr/Cxcl1/Cxcl14/Cxcl16/Cxcl2/Cxcr1/Cxcr2/Dock4/Dusp1/Ednrb/Epha2/F7/Ffar2/Fpr2/Gpr35/Hbegf/Il1b/Itga1/Itgam/Lbp/Lgals3/Lox/Lpar1/Lyst/Mmp2/Mmp28/Mospd2/Mtus1/Nod2/Nrp1/Pdgfrb/Perp/Pla2g7/Ptpro/S100a14/S100a8/S100a9/Saa3/Serpine1/Slamf8/Slc12a2/Slc8b1/Slit2/Smoc2/Spp1/Stap1/Thbs4/Tiam1/Tmem102/Trem1/Trpm4/Vav3/Vcam1/Vegfa" 70 "" "" "BP"
"GO:2000147" "GO:2000147" "positive regulation of cell motility" "113/1657" "489/13317" 0.231083844580777 1.8571777660122 7.28022369300066 2.02735779213921e-11 1.17721909130217e-08 9.71709033004267e-09 "Acvr1/Adam8/Adgra2/Adora2b/Akt1/Anxa1/Anxa3/App/Arhgap32/Ascl2/Atp7a/Bcar1/Bmpr2/C5ar1/Cav1/Ccl2/Ccl9/Ccn1/Ccr1/Ccr2/Cd274/Cldn1/Cldn3/Cldn4/Cldn7/Clec7a/Col18a1/Cpne3/Csf1r/Cxcl14/Cxcl16/Cxcr2/Dab2/Ddr2/Defb1/Dmtn/Dock1/Dock4/Dock7/Duox2/Duoxa2/Egf/Egfr/Epha1/Epha2/Epha4/F7/Fam110c/Fam83h/Fermt2/Fgr/Fn1/Foxo4/Fpr2/Fut4/Fut7/Fzd4/Gcnt2/Gpnmb/Grb7/Hbegf/Hmox1/Igf1/Il1a/Il1b/Insl3/Itga4/Itga5/Jun/Lamc2/Lbp/Lcn2/Lgals3/Lpar1/Lrp1/Lrrc15/Mmp14/Mmp2/Mmp3/Mospd2/Nox4/Nrp1/P2ry2/Pax6/Pdgfrb/Pdpn/Perp/Pla2g7/Plau/Pld1/Plet1/Plk2/Postn/Ptgs2/Rab25/Retn/Rin2/S100a14/Serpine1/Slc8a1/Smoc2/Snai1/Tbc1d24/Thbs4/Tiam1/Tjp1/Tlr2/Tmem102/Tnfsf4/Trem1/Vegfa/Xbp1/Zc3h12a" 113 "" "" "BP"
"GO:0008544" "GO:0008544" "epidermis development" "70/1657" "251/13317" 0.278884462151394 2.24134241549192 7.48438295662109 2.71165235189705e-11 1.4171095191014e-08 1.16972119348148e-08 "Akt1/Alox8/Ankrd24/Anxa1/Asah1/Atp7a/Cldn1/Cldn4/Clic5/Col6a1/Cst6/Csta1/Ctsl/Cysrt1/Dsp/Egfr/Epha2/Errfi1/Esrp1/Evpl/Exph5/Fosl2/Fzd6/Gnas/Grhl1/Grhl3/Il1a/Inhba/Kazn/Kdf1/Krt14/Krt16/Krt17/Krt5/Krt6a/Krt6b/Krt7/Krt75/Krt83/Krt90/Lama5/Lrp4/Lsr/Mafb/Maff/Mfsd12/Mreg/Nfkbiz/Pax6/Ppl/Prss8/Ptgs2/Scel/Slc44a4/Snai1/Sox18/Spint1/Sprr1a/Sprr2f/Stfa1/Stfa2/Stfa2l1/Tgm1/Tmem132e/Tmprss11f/Tnf/Trps1/Txnip/Vdr/Zfp750" 70 "" "" "BP"
"GO:0040017" "GO:0040017" "positive regulation of locomotion" "114/1657" "498/13317" 0.228915662650602 1.8397524921654 7.20008744953824 3.0914360490084e-11 1.46871316291981e-08 1.21231626113267e-08 "Acvr1/Adam8/Adgra2/Adora2b/Akt1/Anxa1/Anxa3/App/Arhgap32/Ascl2/Atp7a/Bcar1/Bmpr2/C5ar1/Cav1/Ccl2/Ccl9/Ccn1/Ccr1/Ccr2/Cd274/Cldn1/Cldn3/Cldn4/Cldn7/Clec7a/Col18a1/Cpne3/Csf1r/Cxcl14/Cxcl16/Cxcr2/Dab2/Ddr2/Defb1/Dmtn/Dock1/Dock4/Dock7/Duox2/Duoxa2/Egf/Egfr/Epha1/Epha2/Epha4/F7/Fam110c/Fam83h/Fermt2/Fgr/Fn1/Foxo4/Fpr2/Fut4/Fut7/Fzd4/Gcnt2/Gpnmb/Grb7/Hbegf/Hmox1/Igf1/Il1a/Il1b/Insl3/Itga4/Itga5/Jun/Lamc2/Lbp/Lcn2/Lgals3/Lpar1/Lrp1/Lrrc15/Mmp14/Mmp2/Mmp3/Mospd2/Nox4/Nrp1/P2ry2/Pax6/Pdgfrb/Pdpn/Perp/Pla2g7/Plau/Pld1/Plet1/Plk2/Postn/Ptgs2/Rab25/Retn/Rin2/S100a14/Serpine1/Slc8a1/Slit2/Smoc2/Snai1/Tbc1d24/Thbs4/Tiam1/Tjp1/Tlr2/Tmem102/Tnfsf4/Trem1/Vegfa/Xbp1/Zc3h12a" 114 "" "" "BP"
"GO:0030282" "GO:0030282" "bone mineralization" "39/1657" "104/13317" 0.375 3.01380506940253 7.77199037659719 5.61837964556982e-11 2.44680433564566e-08 2.01965963048642e-08 "Acvr1/Acvr2a/Adrb2/Ank/Asgr2/Aspn/Bglap3/Bmpr1a/Bmpr2/Ccn1/Ccr1/Col6a1/Comp/Csf1r/Ddr2/Duox2/Fam20c/Fgr/Fosl2/Gja1/Gpc3/Gpnmb/Igf1/Klf10/Lox/Ltbp3/Ltf/Mmp13/Ptgs2/Pth1r/Sbno2/Sgms2/Slc8a1/Spp1/Tmem38b/Trpm4/Vdr/Wnt11/Wnt4" 39 "" "" "BP"
"GO:0042060" "GO:0042060" "wound healing" "79/1657" "305/13317" 0.259016393442623 2.08166645230864 7.20394062931404 8.03397071097091e-11 2.85333322621637e-08 2.35521976373894e-08 "Ajuba/Anxa1/Anxa2/Anxa8/Arhgap24/Cadm4/Cask/Cav1/Ccl2/Ccn1/Ccr2/Cd34/Cfh/Chmp1b/Cldn1/Cldn3/Cldn4/Clec10a/Clec7a/Col3a1/Col5a1/Comp/Cxadr/Dcbld2/Ddr1/Ddr2/Dmtn/Dsp/Duox2/Emilin2/Erbb2/Evpl/F10/F7/F8/Fermt2/Fn1/Fzd6/Fzd7/Gnas/Grhl3/Hbegf/Hmox1/Igf1/Il1a/Insl3/Itga5/Itgb6/Kank1/Krt6a/Lyst/Mertk/Mmp12/Myoz1/Nrp1/Papss2/Pard3/Pdpn/Plat/Plau/Plet1/Ppl/Procr/S100a9/Serpine1/Slc11a1/Slc12a2/Slc7a11/Smoc2/St3gal4/Tfpi2/Timp1/Tmx1/Tnf/Tnfrsf12a/Tspan8/Vegfa/Wnt4/Xbp1" 79 "" "" "BP"
