"ID" "Description" "GeneRatio" "BgRatio" "RichFactor" "FoldEnrichment" "zScore" "pvalue" "p.adjust" "qvalue" "geneID" "Count" "category" "subcategory" "ONTOLOGY"
"GO:0048193" "GO:0048193" "Golgi vesicle transport" "75/2242" "271/13317" 0.276752767527675 1.64385218785283 4.81797968054393 4.36312167116416e-06 0.011074574640721 0.0109289912529986 "Ankfy1/Ap3d1/Arf1/Arf4/Arl1/Bnip1/Ccdc91/Chic2/Cog1/Copb2/Cope/Copg2/Copz1/Cul3/Dnm2/Erp29/Exoc2/Exoc6/Gak/Gcc2/Gga1/Golga2/Golga5/Golph3/Gosr1/Kdelr1/Kdelr2/Kif1c/Klhl20/Lamp1/Lman2/Lmf1/Lypla1/Lyplal1/Myo1b/Myo5a/Nrbp1/P4hb/Pdcd6/Pitpnb/Prepl/Rab4b/Rbsn/Rnf139/Rufy1/Sar1a/Sar1b/Scfd1/Sec22a/Sec24a/Sec24b/Sgsm2/Snx1/Snx2/Spast/Stx18/Stx5a/Surf4/Sys1/Tbc1d20/Tfg/Tmed10/Tmed2/Tmed4/Tmed5/Trappc1/Trappc10/Trappc11/Trappc13/Trappc3/Uso1/Vamp3/Vamp4/Vapb/Vcp" 75 "" "" "BP"
"GO:0043161" "GO:0043161" "proteasome-mediated ubiquitin-dependent protein catabolic process" "101/2242" "396/13317" 0.255050505050505 1.51494539507474 4.68051389044511 5.95438695756618e-06 0.011074574640721 0.0109289912529986 "Akirin2/Anapc5/Armc8/Asb1/Atxn3/Bag6/Cdc16/Cdc26/Cdc27/Csnk1a1/Csnk1d/Csnk2a2/Cul2/Cul3/Cul5/Dcaf13/Dtl/Edem3/Epm2a/Fbxl15/Fbxl17/Fbxl18/Fbxl6/Fbxo31/Fbxo38/Fbxo4/Fbxo6/Fbxw7/Gid8/Gsk3a/Hectd3/Ipp/Kbtbd2/Kbtbd3/Kcmf1/Kctd10/Kctd2/Keap1/Klhdc10/Klhdc2/Klhl18/Klhl20/Klhl24/Klhl4/Klhl7/Ltn1/Naglu/Peli1/Phf20l1/Pja2/Plk1/Psen1/Psma1/Psma2/Psma3/Psma4/Psma5/Psma7/Psmb10/Psmb2/Psmb7/Psmc6/Psmd10/Psmd7/Psmd8/Rad23b/Rbx1/Rchy1/Rnf139/Rnf4/Rybp/Sh3bgrl/Sh3rf1/Siah1a/Socs4/Socs5/Socs7/Stub1/Tbx21/Tlk2/Topors/Trim13/Trim2/Trim39/Trim45/Trip12/Trip4/Trpc4ap/Ube2h/Ube3a/Ubr3/Ubr5/Ubxn2b/Ubxn7/Usp38/Usp7/Vcp/Wwp2/Xpo1/Zer1/Zswim8" 101 "" "" "BP"
"GO:0006888" "GO:0006888" "endoplasmic reticulum to Golgi vesicle-mediated transport" "38/2242" "112/13317" 0.339285714285714 2.01528450363196 4.85467762708798 7.7913536809956e-06 0.011074574640721 0.0109289912529986 "Arf1/Copb2/Cope/Copg2/Cul3/Erp29/Golga2/Gosr1/Lman2/Lmf1/Nrbp1/P4hb/Pdcd6/Rnf139/Sar1a/Sar1b/Scfd1/Sec22a/Sec24a/Sec24b/Spast/Stx18/Stx5a/Surf4/Tbc1d20/Tfg/Tmed10/Tmed2/Tmed4/Tmed5/Trappc1/Trappc10/Trappc11/Trappc13/Trappc3/Uso1/Vapb/Vcp" 38 "" "" "BP"
"GO:0010256" "GO:0010256" "endomembrane system organization" "115/2242" "467/13317" 0.246252676659529 1.46268817799953 4.57960593462992 8.18973905766018e-06 0.011074574640721 0.0109289912529986 "Abcd1/Abcg1/Adam1a/Akap9/Ankle2/Ap3d1/Arhgap21/Arhgef7/Arl1/AU040320/Bag6/Bin3/Bloc1s3/Bnip1/Brox/Ccdc47/Chmp2a/Chmp5/Chn2/Clptm1l/Cltc/Cog1/Coro1c/Csnk1a1/Csnk1d/Dctn1/Dnajc13/Dnm2/Eif2ak3/Emc6/Emc7/Emc8/Emc9/Epb41l3/Esyt2/Gak/Gcc2/Golga2/Golga5/Golph3/Gorasp1/Hdac3/Hps1/Hps4/Hps5/Iqgap1/Lamtor1/Laptm4b/Lemd2/Lemd3/Map2k1/Mapk3/Mmgt1/Myo5a/Naglu/Nbeal2/Nup155/Osbp/Pafah1b1/Pheta1/Plekhf1/Plekhj1/Plk1/Plscr4/Prrt2/Rab18/Rab27a/Rab2a/Rab3a/Rab3gap2/Rab5c/Rab5if/Rbsn/Reep4/Reep5/Retreg1/Retreg3/Sec23ip/Sec61a1/Snap29/Snx10/Snx9/Spast/Stx18/Stx4a/Stx5a/Sun1/Surf4/Syngr2/Syt11/Tango2/Tbc1d20/Tbpl1/Tie1/Tmed10/Tmed2/Tmed4/Tmed5/Tmem127/Tmem41b/Tmem43/Tor1a/Trappc11/Ubxn2b/Uso1/Usp6nl/Vamp4/Vapb/Vdac2/Vps11/Vps18/Vps4b/Washc4/Zfp385a/Zfyve27" 115 "" "" "BP"
"GO:0016482" "GO:0016482" "cytosolic transport" "39/2242" "120/13317" 0.325 1.93043041926851 4.60648589049192 1.86892001209407e-05 0.0202179766908337 0.0199521965922717 "Actr2/Ankfy1/Arl1/Ccdc91/Cltc/Dctn1/Gak/Gcc2/Gga1/Gosr1/Kif1c/Klhl20/Lamp1/Pheta1/Pikfyve/Plekhj1/Prepl/Rab4b/Rab7/Rab9/Rbsn/Rcsd1/Ric1/Rufy1/Sgsm2/Snx1/Snx2/Snx32/Snx5/Srsf10/Stx5a/Sys1/Tbc1d10b/Tbc1d23/Trappc10/Usp7/Vamp3/Vps26a/Vps26b" 39 "" "" "BP"
"GO:0042147" "GO:0042147" "retrograde transport, endosome to Golgi" "31/2242" "88/13317" 0.352272727272727 2.09242458032601 4.62596264281207 2.25577994929392e-05 0.0203358562428847 0.0200685265313499 "Ankfy1/Arl1/Cltc/Dctn1/Gcc2/Gga1/Gosr1/Pheta1/Pikfyve/Plekhj1/Prepl/Rab4b/Rab7/Rab9/Rbsn/Rcsd1/Ric1/Rufy1/Sgsm2/Snx1/Snx2/Snx32/Snx5/Stx5a/Tbc1d10b/Tbc1d23/Trappc10/Usp7/Vamp3/Vps26a/Vps26b" 31 "" "" "BP"
"GO:0016050" "GO:0016050" "vesicle organization" "81/2242" "313/13317" 0.258785942492013 1.53713309374047 4.32661676876888 2.80015089177523e-05 0.0216371659623032 0.0213527295822439 "Abcg1/Ankfy1/Ankrd27/Ap3d1/Arf1/Atp13a2/Atp6ap1/Atp6ap2/Atp6v0a1/Atp6v0c/AU040320/Bcl2/Bloc1s3/Bloc1s4/C2cd5/Chmp2a/Chmp5/Chn2/Clcn3/Coro1c/Cul3/Dnajc13/Dnm2/Eea1/Golph3/Gosr1/Hps1/Hps4/Hps5/Lamtor1/Laptm4b/Nbeal2/Osbp/Pafah1b1/Pdcd6/Pheta1/Pikfyve/Plekhf1/Plekhj1/Prrt2/Rab27a/Rab3a/Rab4b/Rab5c/Rab7/Rufy1/Sar1a/Sar1b/Sdcbp/Sec23ip/Sec24a/Sec24b/Snap29/Snx10/Spg11/Stx4a/Stx5a/Stx8/Surf4/Syt11/Tbc1d20/Tbpl1/Tgfbrap1/Tmed10/Tmem127/Trappc1/Trappc10/Trappc11/Trappc13/Trappc3/Uso1/Vamp3/Vamp4/Vamp8/Vapb/Vps11/Vps18/Vps4b/Washc4/Zeb2/Zfp385a" 81 "" "" "BP"
"GO:0016197" "GO:0016197" "endosomal transport" "66/2242" "257/13317" 0.256809338521401 1.52539248933519 3.82658762977371 0.000189327539399456 0.124142768511231 0.122510820974877 "Alms1/Ankfy1/Ankrd27/Ap3d1/Ap5b1/Arl1/Atg14/Atp6ap1/Chmp2a/Chmp5/Cltc/Cmtm6/Coro1c/Dctn1/Dennd1a/Dnajc13/Flna/Gcc2/Gga1/Gosr1/Inpp5f/Itsn2/Lamtor1/Laptm4b/Map2k1/Mapk3/Msn/Mtmr2/Pheta1/Pikfyve/Plekhj1/Prepl/Rab21/Rab4b/Rab7/Rab9/Rbsn/Rcsd1/Ric1/Rufy1/Sgsm2/Snx1/Snx2/Snx32/Snx4/Snx5/Snx9/Stx5a/Stx8/Tbc1d10b/Tbc1d23/Trappc10/Usp7/Vamp3/Vamp4/Vcp/Vps11/Vps16/Vps26a/Vps26b/Vps26c/Vps4b/Vta1/Washc3/Washc4/Wdr81" 66 "" "" "BP"
"GO:0048066" "GO:0048066" "developmental pigmentation" "16/2242" "38/13317" 0.421052631578947 2.50096248650171 4.16880691797808 0.000210075938651559 0.124142768511231 0.122510820974877 "Ankrd27/Ap3d1/Atp6ap2/Bcl2/Bcl2l11/Bloc1s3/Edn3/Ednra/Gnaq/Hps1/Hps4/Hps5/Myo5a/Rab27a/Sod2/Zeb2" 16 "" "" "BP"
"GO:0010972" "GO:0010972" "negative regulation of G2/M transition of mitotic cell cycle" "23/2242" "65/13317" 0.353846153846154 2.10177039731009 4.00626704014909 0.000230689147844337 0.124142768511231 0.122510820974877 "Abraxas1/Aurkb/Bard1/Blm/Ccng1/Cdk5rap3/Chek1/Dtl/Hus1/Inip/Mbd4/Miip/Pinx1/Plk1/Rad17/Syf2/Taok3/Ticrr/Topbp1/Trim39/Usp47/Zfp830/Zfyve19" 23 "" "" "BP"
