"ID" "Description" "GeneRatio" "BgRatio" "RichFactor" "FoldEnrichment" "zScore" "pvalue" "p.adjust" "qvalue" "geneID" "Count" "category" "subcategory" "ONTOLOGY"
"GO:0022613" "GO:0022613" "ribonucleoprotein complex biogenesis" "120/2048" "426/12912" 0.28169014084507 1.77596830985915 7.07110290873391 4.3111593070846e-11 2.24050949189187e-07 2.21230543389868e-07 "2810004N23Rik/Adar/Ago3/Atr/Bop1/Bud23/C1qbp/Celf1/Clp1/Dcaf13/Ddx10/Ddx17/Ddx20/Ddx27/Ddx31/Ddx39b/Ddx46/Ddx52/Ddx54/Dhx37/Dis3/Dnttip2/Drosha/Eif2d/Eif2s3x/Eif3a/Eif3d/Eif3e/Eif3g/Eif3i/Emg1/Ercc2/Eri3/Esf1/Exosc10/Exosc7/Ftsj3/Gemin7/Gnl2/Grwd1/Gtf2h5/Gtf3a/Heatr1/Htatsf1/Imp3/Krr1/Ltv1/Mbnl1/Mettl16/Mpv17l2/Mrps7/Mrto4/Mtrex/Ncl/Nhp2/Nle1/Noa1/Nob1/Noc2l/Nol11/Nol7/Nol8/Nom1/Nop16/Npm3/Nudt16/Nvl/Pes1/Pop7/Prkdc/Prmt7/Prpf31/Psip1/Pwp1/Rbm5/Rbmx/Rcc1l/Rcl1/Rexo4/Riox2/Rpl5/Rpp30/Rpp40/Rps19bp1/Rps23/Rps25/Rps27a/Rps9/Rpusd4/Rrp1/Rrp36/Rsl24d1/Ruvbl1/Ruvbl2/Sart3/Sbds/Sf3a1/Sf3a3/Smn1/Snrpc/Snrpd2/Srpk1/Srpk2/Srpk3/Strap/Tarbp2/Tbl3/Trmt112/Tsc1/Tsr1/Usp39/Utp11/Utp15/Utp20/Wbp11/Wdr18/Wdr74/Xpo1/Zfp593/Zfp622" 120 "" "" "BP"
"GO:0042254" "GO:0042254" "ribosome biogenesis" "83/2048" "304/12912" 0.273026315789474 1.72134560032895 5.52595211517233 1.97606828732186e-07 0.000513481344460584 0.00050701752108916 "2810004N23Rik/Bop1/Bud23/C1qbp/Dcaf13/Ddx10/Ddx17/Ddx27/Ddx31/Ddx52/Ddx54/Dhx37/Dis3/Dnttip2/Drosha/Emg1/Ercc2/Eri3/Esf1/Exosc10/Exosc7/Ftsj3/Gnl2/Grwd1/Gtf2h5/Gtf3a/Heatr1/Imp3/Krr1/Ltv1/Mettl16/Mpv17l2/Mrps7/Mrto4/Mtrex/Ncl/Nhp2/Nle1/Noa1/Nob1/Noc2l/Nol11/Nol7/Nol8/Nom1/Nop16/Npm3/Nudt16/Nvl/Pes1/Pop7/Prkdc/Pwp1/Rcc1l/Rcl1/Rexo4/Riox2/Rpl5/Rpp30/Rpp40/Rps19bp1/Rps23/Rps25/Rps27a/Rps9/Rpusd4/Rrp1/Rrp36/Rsl24d1/Sbds/Tbl3/Trmt112/Tsc1/Tsr1/Utp11/Utp15/Utp20/Wbp11/Wdr18/Wdr74/Xpo1/Zfp593/Zfp622" 83 "" "" "BP"
"GO:0006397" "GO:0006397" "mRNA processing" "108/2048" "439/12912" 0.246013667425968 1.55103929384966 5.10010839064644 9.77182542493047e-07 0.00169280589111212 0.00167149645426442 "Acin1/Adar/Ahcyl1/C1qbp/Cbll1/Celf1/Chd8/Clp1/Cpsf1/Cpsf6/Cstf2t/Ddx17/Ddx20/Ddx39b/Ddx41/Ddx46/Ddx5/Dhx15/Dhx36/Dhx8/Ecd/Exosc10/Fmr1/Fra10ac1/Gemin7/Gpatch1/Hnrnpf/Hnrnpk/Hnrnpl/Hnrnpul2/Hsf1/Htatsf1/Ilf3/Kat8/Larp7/Lsm11/Magoh/Mbnl1/Mbnl3/Mettl16/Mfap1b/Mtrex/Ncbp3/Ncl/Pabpn1/Pan3/Papolg/Pde12/Plrg1/Ppih/Ppp4r2/Prkaca/Prmt7/Prpf31/Prpf38b/Psip1/Ptbp1/Pus7/Rbm17/Rbm39/Rbm5/Rbm6/Rbmx/Rnf113a1/Rngtt/Rnps1/Rprd1b/Rpusd3/Rpusd4/Safb/Safb2/Sart3/Scaf1/Scnm1/Sf1/Sf3a1/Sf3a3/Sf3b2/Sltm/Smn1/Smndc1/Smu1/Snrnp48/Snrpa/Snrpa1/Snrpc/Snrpd2/Srpk1/Srpk2/Srpk3/Srrm1/Srrm2/Srrt/Srsf3/Strap/Syncrip/Tbrg4/Tent4a/Thoc6/Trmt2a/Tut1/Upf3b/Usp39/Wbp11/Wdr83/Zc3h13/Zfp64/Zfp830" 108 "" "" "BP"
"GO:0006282" "GO:0006282" "regulation of DNA repair" "58/2048" "201/12912" 0.288557213930348 1.81926305970149 5.08254907505186 2.03303626572282e-06 0.00218698500619145 0.00215945472695448 "Arid1a/Arid2/Atr/Atrip/Atxn7/Brd7/C1qbp/Csnk2a1/Dek/Dpf2/Ep400/Ercc6/Fh1/Fus/Hdac10/Hmgb1/Hsf1/Ino80b/Ino80d/Kat2a/Kmt5b/Mbtd1/Morf4l1/Mrgbp/Nfrkb/Nudt16l1/Ogg1/Otub1/Peli1/Phf10/Ppp4c/Ppp4r2/Prkdc/Rad52/Rnf126/Rnf168/Rnf8/Rpa2/Ruvbl1/Ruvbl2/Sgf29/Skp2/Smarca2/Smarcb1/Spidr/Supt20/Taf2/Taf5l/Tigar/Top2b/Trim28/Ube2v2/Uimc1/Usp1/Wdr48/Yy1/Zcwpw1/Zfp365" 58 "" "" "BP"
"GO:0006260" "GO:0006260" "DNA replication" "68/2048" "249/12912" 0.273092369477912 1.72176204819277 4.99315962978883 2.44152824912823e-06 0.00218698500619145 0.00215945472695448 "Ankrd17/Atr/Bod1l/Ccne1/Chaf1b/Chtf8/Ciz1/Ctc1/Dnaja3/E4f1/Ehmt2/Esco1/Etaa1/Fam111a/Fancm/Gins3/Grwd1/Ino80b/Ino80d/Jade1/Lpin1/Mapk8/Mcm4/Mcm5/Mcm6/Mcm7/Mcm9/Nasp/Nbn/Nfrkb/Nucks1/Orc2/Pold4/Pole2/Pole3/Pole4/Polg/Polk/Poln/Polrmt/Rad17/Rbbp4/Rbbp6/Recql/Rev3l/Rfc2/Rfc4/Rfwd3/Rpa2/Ruvbl1/Ruvbl2/Sin3a/Smarca5/Smc3/Tbrg1/Top1/Top1mt/Topbp1/Trp53/Twnk/Usp37/Wdhd1/Wdr18/Wiz/Wrnip1/Yy1/Zfp365/Zfp830" 68 "" "" "BP"
"GO:0006302" "GO:0006302" "double-strand break repair" "74/2048" "278/12912" 0.266187050359712 1.67822616906475 4.96336875865234 2.52490091151601e-06 0.00218698500619145 0.00215945472695448 "Aplf/Arid1a/Arid2/Aste1/Atr/Atrip/Brd7/C1qbp/Csnk2a1/Csnk2a2/Dek/Dpf2/Ep400/Ercc4/Ercc5/Ercc6/Fancm/Fh1/Fus/Hsf1/Htatsf1/Ints3/Kmt5b/Lig4/Mbtd1/Mcm4/Mcm5/Mcm6/Mcm7/Mcm9/Morf4l1/Mrgbp/Nbn/Nipbl/Nucks1/Nudt16l1/Ogg1/Otub1/Peli1/Phf10/Pogz/Polm/Poln/Ppp4c/Ppp4r2/Prkdc/Rad51c/Rad52/Recql/Rev3l/Rfwd3/Rnf126/Rnf168/Rnf8/Rpa2/Ruvbl1/Ruvbl2/Sfr1/Skp2/Smarca2/Smarcb1/Spidr/Swsap1/Tdp2/Top2b/Topbp1/Trp53/Ube2v2/Uimc1/Wdr48/Yy1/Zcwpw1/Zfp365/Zmynd8" 74 "" "" "BP"
"GO:0051052" "GO:0051052" "regulation of DNA metabolic process" "105/2048" "434/12912" 0.241935483870968 1.52532762096774 4.83339900495772 3.13723884168308e-06 0.002329175751461 0.00229985554183534 "Ankrd17/Aplf/Arid1a/Arid2/Atr/Atrip/Atxn7/Aurkb/Brd7/C1qbp/Cct2/Cct5/Cct6a/Chtf8/Ciz1/Clcf1/Csnk2a1/Ctc1/Ddx39b/Dek/Dffa/Dhx36/Dpf2/Ehmt2/Ep400/Ercc2/Ercc4/Ercc6/Esco1/Exosc10/Fh1/Fus/Gfer/Gsk3b/Hdac10/Hmbox1/Hmgb1/Hsf1/Il27ra/Ino80b/Ino80d/Jade1/Kat2a/Kmt5b/Lpin1/Map2k7/Mapk8/Mbtd1/Morf4l1/Mrgbp/Myc/Nbn/Nfrkb/Nmnat1/Nucks1/Nudt16l1/Nvl/Ogg1/Otub1/Peli1/Phf10/Pinx1/Pms2/Pole3/Ppp4c/Ppp4r2/Prkdc/Rad17/Rad52/Rbbp6/Rfc2/Rfc4/Rnf126/Rnf168/Rnf8/Rpa2/Ruvbl1/Ruvbl2/Sgf29/Skp2/Smarca2/Smarca5/Smarcb1/Smc3/Smg1/Spidr/Stat6/Supt20/Taf2/Taf5l/Tcp1/Tigar/Top2b/Trim28/Trp53/Ube2v2/Uimc1/Usp1/Usp37/Wdr48/Wiz/Wrnip1/Yy1/Zcwpw1/Zfp365" 105 "" "" "BP"
"GO:0140053" "GO:0140053" "mitochondrial gene expression" "49/2048" "164/12912" 0.298780487804878 1.88371760670732 4.94497889741175 4.27397195226967e-06 0.00277647902949319 0.00274152806148877 "C1qbp/Ears2/Elac2/Gfm2/Kansl3/Kat8/Lars2/Mpv17l2/Mrpl12/Mrpl14/Mrpl15/Mrpl16/Mrpl19/Mrpl21/Mrpl22/Mrpl23/Mrpl24/Mrpl3/Mrpl30/Mrpl35/Mrpl36/Mrpl38/Mrpl40/Mrpl42/Mrpl43/Mrpl44/Mrpl55/Mrps16/Mrps18a/Mrps22/Mrps28/Mrps31/Mrps34/Mrps7/Mterf2/Mtg1/Mtg2/Mtif2/Mtif3/Polrmt/Rcc1l/Rpusd3/Rpusd4/Shmt2/Tbrg4/Tefm/Trit1/Twnk/Wars2" 49 "" "" "BP"
"GO:0032543" "GO:0032543" "mitochondrial translation" "40/2048" "127/12912" 0.31496062992126 1.98572834645669 4.84684105851542 7.90114797458085e-06 0.00456247400265518 0.00450504051182241 "C1qbp/Ears2/Gfm2/Lars2/Mpv17l2/Mrpl12/Mrpl14/Mrpl15/Mrpl16/Mrpl19/Mrpl21/Mrpl22/Mrpl23/Mrpl24/Mrpl3/Mrpl30/Mrpl35/Mrpl36/Mrpl38/Mrpl40/Mrpl42/Mrpl43/Mrpl44/Mrpl55/Mrps16/Mrps18a/Mrps22/Mrps28/Mrps31/Mrps34/Mrps7/Mtg1/Mtg2/Mtif2/Mtif3/Rcc1l/Rpusd3/Rpusd4/Shmt2/Wars2" 40 "" "" "BP"
"GO:0071824" "GO:0071824" "protein-DNA complex organization" "49/2048" "168/12912" 0.291666666666667 1.8388671875 4.75165614108465 8.93113499610769e-06 0.00464151085747717 0.00458308243221316 "Anp32b/Arid1a/Arid2/Bdp1/Brd2/Cand1/Cenpc1/Cenpv/Chaf1b/Chd2/Grwd1/Gtf2a1/Gtf2b/Gtf2f2/Gtf2h5/Hira/Hmgb1/Hp1bp3/Lin54/Mcm3ap/Med1/Med19/Med20/Med26/Med27/Med6/Mis18a/Myc/Nap1l1/Nap1l4/Nasp/Pias1/Pogz/Pole3/Rad51c/Rad52/Rbbp4/Rnf4/Rpl23/Rsf1/Sart3/Set/Smarca2/Smarca5/Smarcb1/Taf2/Taf8/Trappc12/Trp53" 49 "" "" "BP"
