"ID" "Description" "GeneRatio" "BgRatio" "RichFactor" "FoldEnrichment" "zScore" "pvalue" "p.adjust" "qvalue" "geneID" "Count" "category" "subcategory" "ONTOLOGY"
"GO:0002418" "GO:0002418" "immune response to tumor cell" "9/800" "32/12912" 0.28125 4.539375 5.15181951179202 9.88703212053146e-05 0.317744751795131 0.317744751795131 "Cd160/Cd226/Cd40lg/Klhl22/Klre1/Klrk1/Nkg7/Prf1/Xcl1" 9 "" "" "BP"
"GO:0050878" "GO:0050878" "regulation of body fluid levels" "30/800" "238/12912" 0.126050420168067 2.0344537815126 4.13961280481147 0.000161386356592527 0.317744751795131 0.317744751795131 "Abcb1a/Adm/Adtrp/Alox12/Apoh/Atg7/Bloc1s6/Btc/Cd40lg/Cd9/Celsr2/F2rl2/F9/Gp6/Hyal2/Mmrn1/Mpig6b/Neurl1a/Nlrp6/P2ry12/Pdgfb/Pf4/Selp/Serpine2/Stk39/Sytl2/Treml1/Tspan18/Ubash3b/Vwf" 30 "" "" "BP"
"GO:0002347" "GO:0002347" "response to tumor cell" "10/800" "43/12912" 0.232558139534884 3.75348837209302 4.64795673842721 0.000232344187000335 0.317744751795131 0.317744751795131 "Cd160/Cd226/Cd40lg/Klhl22/Klre1/Klrk1/Laptm5/Nkg7/Prf1/Xcl1" 10 "" "" "BP"
"GO:0002423" "GO:0002423" "natural killer cell mediated immune response to tumor cell" "5/800" "12/12912" 0.416666666666667 6.725 5.09903815682206 0.000495062057427772 0.317744751795131 0.317744751795131 "Cd160/Cd226/Klre1/Klrk1/Nkg7" 5 "" "" "BP"
"GO:0002836" "GO:0002836" "positive regulation of response to tumor cell" "6/800" "18/12912" 0.333333333333333 5.38 4.77896151433196 0.000540843812972427 0.317744751795131 0.317744751795131 "Cd160/Cd226/Cd40lg/Klhl22/Klrk1/Xcl1" 6 "" "" "BP"
"GO:0002839" "GO:0002839" "positive regulation of immune response to tumor cell" "6/800" "18/12912" 0.333333333333333 5.38 4.77896151433196 0.000540843812972427 0.317744751795131 0.317744751795131 "Cd160/Cd226/Cd40lg/Klhl22/Klrk1/Xcl1" 6 "" "" "BP"
"GO:0002449" "GO:0002449" "lymphocyte mediated immunity" "41/800" "391/12912" 0.104859335038363 1.69242966751918 3.57323468581978 0.000649618538989786 0.317744751795131 0.317744751795131 "Aicda/Cd160/Cd226/Cd40lg/Clnk/Foxp3/Gata3/H2-Q2/Ifng/Ighv1-20/Ighv1-31/Ighv1-42/Ighv1-61/Ighv1-85/Ighv11-2/Ighv12-3/Ighv13-2/Ighv2-6-8/Ighv3-1/Ighv3-8/Ighv5-12/Ighv5-15/Il2rb/Klhl22/Klrb1a/Klrb1b/Klrb1c/Klre1/Klri2/Klrk1/Mpl/Nkg7/Parp3/Prf1/Serpinb9/Shld1/Slamf1/Stx7/Susd4/Tbx21/Xcl1" 41 "" "" "BP"
"GO:0007599" "GO:0007599" "hemostasis" "20/800" "146/12912" 0.136986301369863 2.21095890410959 3.78177264164672 0.000671990983940535 0.317744751795131 0.317744751795131 "Adtrp/Alox12/Apoh/Bloc1s6/Cd40lg/Cd9/F2rl2/F9/Gp6/Mmrn1/Mpig6b/P2ry12/Pdgfb/Pf4/Selp/Serpine2/Treml1/Tspan18/Ubash3b/Vwf" 20 "" "" "BP"
"GO:0010544" "GO:0010544" "negative regulation of platelet activation" "5/800" "13/12912" 0.384615384615385 6.20769230769231 4.82787452216317 0.000763625935580705 0.317744751795131 0.317744751795131 "Alox12/Cd9/Pdgfb/Serpine2/Ubash3b" 5 "" "" "BP"
"GO:1901722" "GO:1901722" "regulation of cell proliferation involved in kidney development" "5/800" "13/12912" 0.384615384615385 6.20769230769231 4.82787452216317 0.000763625935580705 0.317744751795131 0.317744751795131 "Bmp7/Gata3/Ifng/Pdgfb/Serpinb7" 5 "" "" "BP"
"GO:0031341" "GO:0031341" "regulation of cell killing" "16/800" "110/12912" 0.145454545454545 2.34763636363636 3.64793553712835 0.00118093441739101 0.401222327809363 0.401222327809363 "Cd160/Cd226/Cd59b/Cxcl5/H2-Q2/Ifng/Klrb1a/Klrb1b/Klrb1c/Klre1/Klri2/Klrk1/Prf1/Serpinb9/Stx7/Xcl1" 16 "" "" "BP"
"GO:0030195" "GO:0030195" "negative regulation of blood coagulation" "7/800" "28/12912" 0.25 4.035 4.13170547822658 0.00128202625718229 0.401222327809363 0.401222327809363 "Adtrp/Alox12/Apoh/Cd9/Pdgfb/Serpine2/Ubash3b" 7 "" "" "BP"
"GO:0007596" "GO:0007596" "blood coagulation" "19/800" "143/12912" 0.132867132867133 2.14447552447552 3.53682105749702 0.00131314970472879 0.401222327809363 0.401222327809363 "Adtrp/Alox12/Apoh/Bloc1s6/Cd40lg/Cd9/F2rl2/F9/Gp6/Mmrn1/Mpig6b/P2ry12/Pdgfb/Pf4/Selp/Serpine2/Treml1/Ubash3b/Vwf" 19 "" "" "BP"
"GO:0002837" "GO:0002837" "regulation of immune response to tumor cell" "7/800" "29/12912" 0.241379310344828 3.89586206896552 4.01222584324081 0.00160085352366111 0.401222327809363 0.401222327809363 "Cd160/Cd226/Cd40lg/Klhl22/Klre1/Klrk1/Xcl1" 7 "" "" "BP"
"GO:0050819" "GO:0050819" "negative regulation of coagulation" "7/800" "29/12912" 0.241379310344828 3.89586206896552 4.01222584324081 0.00160085352366111 0.401222327809363 0.401222327809363 "Adtrp/Alox12/Apoh/Cd9/Pdgfb/Serpine2/Ubash3b" 7 "" "" "BP"
"GO:1900047" "GO:1900047" "negative regulation of hemostasis" "7/800" "29/12912" 0.241379310344828 3.89586206896552 4.01222584324081 0.00160085352366111 0.401222327809363 0.401222327809363 "Adtrp/Alox12/Apoh/Cd9/Pdgfb/Serpine2/Ubash3b" 7 "" "" "BP"
"GO:0050817" "GO:0050817" "coagulation" "19/800" "146/12912" 0.13013698630137 2.10041095890411 3.4365361572792 0.00168121365697731 0.401222327809363 0.401222327809363 "Adtrp/Alox12/Apoh/Bloc1s6/Cd40lg/Cd9/F2rl2/F9/Gp6/Mmrn1/Mpig6b/P2ry12/Pdgfb/Pf4/Selp/Serpine2/Treml1/Ubash3b/Vwf" 19 "" "" "BP"
"GO:0002834" "GO:0002834" "regulation of response to tumor cell" "7/800" "30/12912" 0.233333333333333 3.766 3.89796700558711 0.00197810844301942 0.401222327809363 0.401222327809363 "Cd160/Cd226/Cd40lg/Klhl22/Klre1/Klrk1/Xcl1" 7 "" "" "BP"
"GO:0002715" "GO:0002715" "regulation of natural killer cell mediated immunity" "10/800" "56/12912" 0.178571428571429 2.88214285714286 3.62752712414324 0.002080879905707 0.401222327809363 0.401222327809363 "Cd160/Cd226/Clnk/Klrb1a/Klrb1b/Klrb1c/Klre1/Klri2/Klrk1/Serpinb9" 10 "" "" "BP"
"GO:0030168" "GO:0030168" "platelet activation" "13/800" "85/12912" 0.152941176470588 2.46847058823529 3.49083378896593 0.00209878182062776 0.401222327809363 0.401222327809363 "Alox12/Cd40lg/Cd9/Gp6/Mmrn1/P2ry12/Pdgfb/Pf4/Selp/Serpine2/Treml1/Ubash3b/Vwf" 13 "" "" "BP"
"GO:0001906" "GO:0001906" "cell killing" "22/800" "183/12912" 0.120218579234973 1.94032786885246 3.29249187758029 0.00213865519767991 0.401222327809363 0.401222327809363 "Cd160/Cd226/Cd59b/Cxcl5/Gapdh/H2-Q2/Ifng/Klrb1a/Klrb1b/Klrb1c/Klre1/Klri2/Klrk1/Ninj1/Nkg7/Nlrp6/Ppbp/Prf1/Romo1/Serpinb9/Stx7/Xcl1" 22 "" "" "BP"
"GO:0002443" "GO:0002443" "leukocyte mediated immunity" "46/800" "481/12912" 0.0956340956340956 1.5435343035343 3.1222197488054 0.00216392144896205 0.401222327809363 0.401222327809363 "Aicda/Bcr/Cd160/Cd226/Cd40lg/Clnk/Cxcl5/Foxp3/Gata3/H2-Q2/Ifng/Ighv1-20/Ighv1-31/Ighv1-42/Ighv1-61/Ighv1-85/Ighv11-2/Ighv12-3/Ighv13-2/Ighv2-6-8/Ighv3-1/Ighv3-8/Ighv5-12/Ighv5-15/Il2rb/Klhl22/Klrb1a/Klrb1b/Klrb1c/Klre1/Klri2/Klrk1/Mpl/Nkg7/Nlrp6/Parp3/Prf1/Rac2/Serpinb9/Shld1/Slamf1/Snap23/Stx7/Susd4/Tbx21/Xcl1" 46 "" "" "BP"
"GO:0072111" "GO:0072111" "cell proliferation involved in kidney development" "5/800" "16/12912" 0.3125 5.04375 4.15942961917116 0.00221776340774221 0.401222327809363 0.401222327809363 "Bmp7/Gata3/Ifng/Pdgfb/Serpinb7" 5 "" "" "BP"
"GO:1903035" "GO:1903035" "negative regulation of response to wounding" "10/800" "58/12912" 0.172413793103448 2.78275862068966 3.49707057659607 0.00272726043515465 0.456007668581099 0.456007668581099 "Adtrp/Alox12/Apoh/Cd9/Mmrn1/Pdgfb/Ptprs/Serpine2/Stat3/Ubash3b" 10 "" "" "BP"
"GO:0061045" "GO:0061045" "negative regulation of wound healing" "8/800" "40/12912" 0.2 3.228 3.62692996536572 0.0027401298418365 0.456007668581099 0.456007668581099 "Adtrp/Alox12/Apoh/Cd9/Mmrn1/Pdgfb/Serpine2/Ubash3b" 8 "" "" "BP"
"GO:0120316" "GO:0120316" "sperm flagellum assembly" "6/800" "24/12912" 0.25 4.035 3.8246223230812 0.00284936298560648 0.456007668581099 0.456007668581099 "Ccdc146/Drc1/Dzip1/Mns1/Neurl1a/Ttll1" 6 "" "" "BP"
"GO:0016064" "GO:0016064" "immunoglobulin mediated immune response" "25/800" "224/12912" 0.111607142857143 1.80133928571429 3.10928736282092 0.00309280819542088 0.476636107449862 0.476636107449862 "Aicda/Cd226/Cd40lg/Foxp3/Ifng/Ighv1-20/Ighv1-31/Ighv1-42/Ighv1-61/Ighv1-85/Ighv11-2/Ighv12-3/Ighv13-2/Ighv2-6-8/Ighv3-1/Ighv3-8/Ighv5-12/Ighv5-15/Il2rb/Mpl/Parp3/Shld1/Susd4/Tbx21/Xcl1" 25 "" "" "BP"
"GO:0002420" "GO:0002420" "natural killer cell mediated cytotoxicity directed against tumor cell target" "4/800" "11/12912" 0.363636363636364 5.86909090909091 4.15192539454625 0.00339663159526095 0.487358071306235 0.487358071306235 "Cd226/Klre1/Klrk1/Nkg7" 4 "" "" "BP"
"GO:0002855" "GO:0002855" "regulation of natural killer cell mediated immune response to tumor cell" "4/800" "11/12912" 0.363636363636364 5.86909090909091 4.15192539454625 0.00339663159526095 0.487358071306235 0.487358071306235 "Cd160/Cd226/Klre1/Klrk1" 4 "" "" "BP"
"GO:0019724" "GO:0019724" "B cell mediated immunity" "25/800" "227/12912" 0.110132158590308 1.77753303964758 3.03741090849128 0.00368816426246718 0.489077342241757 0.489077342241757 "Aicda/Cd226/Cd40lg/Foxp3/Ifng/Ighv1-20/Ighv1-31/Ighv1-42/Ighv1-61/Ighv1-85/Ighv11-2/Ighv12-3/Ighv13-2/Ighv2-6-8/Ighv3-1/Ighv3-8/Ighv5-12/Ighv5-15/Il2rb/Mpl/Parp3/Shld1/Susd4/Tbx21/Xcl1" 25 "" "" "BP"
"GO:0042269" "GO:0042269" "regulation of natural killer cell mediated cytotoxicity" "9/800" "51/12912" 0.176470588235294 2.84823529411765 3.39877160462594 0.00372829410477443 0.489077342241757 0.489077342241757 "Cd160/Cd226/Klrb1a/Klrb1b/Klrb1c/Klre1/Klri2/Klrk1/Serpinb9" 9 "" "" "BP"
"GO:0002708" "GO:0002708" "positive regulation of lymphocyte mediated immunity" "17/800" "134/12912" 0.126865671641791 2.04761194029851 3.13284133278904 0.00376122926021058 0.489077342241757 0.489077342241757 "Cd160/Cd226/Clnk/Foxp3/Gata3/H2-Q2/Ifng/Klhl22/Klrb1c/Klre1/Klri2/Klrk1/Shld1/Slamf1/Stx7/Tbx21/Xcl1" 17 "" "" "BP"
"GO:0002706" "GO:0002706" "regulation of lymphocyte mediated immunity" "22/800" "192/12912" 0.114583333333333 1.849375 3.04735840790496 0.00387962055443699 0.489184882636737 0.489184882636736 "Cd160/Cd226/Clnk/Foxp3/Gata3/H2-Q2/Ifng/Klhl22/Klrb1a/Klrb1b/Klrb1c/Klre1/Klri2/Klrk1/Parp3/Serpinb9/Shld1/Slamf1/Stx7/Susd4/Tbx21/Xcl1" 22 "" "" "BP"
"GO:0072109" "GO:0072109" "glomerular mesangium development" "4/800" "12/12912" 0.333333333333333 5.38 3.90109818810142 0.00484741636417754 0.59323822033361 0.59323822033361 "Bmp7/Ifng/Pdgfb/Serpinb7" 4 "" "" "BP"
"GO:0001910" "GO:0001910" "regulation of leukocyte mediated cytotoxicity" "13/800" "95/12912" 0.136842105263158 2.20863157894737 3.03864210048811 0.00562069892710514 0.668220806733843 0.668220806733843 "Cd160/Cd226/Cxcl5/H2-Q2/Klrb1a/Klrb1b/Klrb1c/Klre1/Klri2/Klrk1/Serpinb9/Stx7/Xcl1" 13 "" "" "BP"
