"ID" "Description" "GeneRatio" "BgRatio" "RichFactor" "FoldEnrichment" "zScore" "pvalue" "p.adjust" "qvalue" "geneID" "Count" "category" "subcategory" "ONTOLOGY"
"GO:0002181" "GO:0002181" "cytoplasmic translation" "59/1792" "156/12912" 0.378205128205128 2.72510302197802 8.70195091911461 6.09571337262266e-14 3.08991710858243e-10 3.08991710858243e-10 "Alkbh3/Denr/Dhx29/Eef2/Eif3f/Eif3h/Eif3k/Eif3l/Eif3m/Impact/Ncbp1/Rpl10a/Rpl11/Rpl13/Rpl13a/Rpl14/Rpl18/Rpl19/Rpl23a/Rpl24/Rpl26/Rpl27/Rpl27a/Rpl29/Rpl3/Rpl32/Rpl35a/Rpl36/Rpl36-ps12/Rpl4/Rpl6/Rpl7/Rpl7a/Rpl8/Rpl9/Rpl9-ps6/Rplp0/Rps10/Rps11/Rps12/Rps13/Rps14/Rps15/Rps17/Rps18/Rps19/Rps2/Rps21/Rps24/Rps26/Rps3/Rps3a1/Rps4x/Rps5/Rps6/Rps6-ps4/Rps7/Rpsa/Ythdf2" 59 "" "" "BP"
"GO:0016064" "GO:0016064" "immunoglobulin mediated immune response" "73/1792" "224/12912" 0.325892857142857 2.34817442602041 8.17090306650564 4.73312981090854e-13 1.00633298439317e-09 1.00633298439317e-09 "Btk/Cd28/Cd55/Cd74/Cr2/Ercc1/Exosc3/Fcer2a/Fcmr/H2-DMa/Hmces/Icosl/Ighd/Ighm/Ighv1-12/Ighv1-15/Ighv1-19/Ighv1-22/Ighv1-26/Ighv1-50/Ighv1-52/Ighv1-53/Ighv1-54/Ighv1-55/Ighv1-58/Ighv1-62-2/Ighv1-62-3/Ighv1-66/Ighv1-67/Ighv1-69/Ighv1-7/Ighv1-72/Ighv1-74/Ighv1-75/Ighv1-76/Ighv1-77/Ighv1-78/Ighv1-80/Ighv1-81/Ighv1-82/Ighv1-84/Ighv1-9/Ighv10-3/Ighv14-1/Ighv14-2/Ighv14-3/Ighv14-4/Ighv15-2/Ighv2-9/Ighv4-1/Ighv5-17/Ighv5-4/Ighv5-9-1/Ighv6-3/Ighv7-1/Ighv7-4/Ighv8-12/Ighv8-2/Ighv8-5/Ighv8-8/Ighv9-1/Ighv9-2/Ighv9-3/Ighv9-4/Iglc3/Il21r/Il4/Lta/Mad2l2/Msh2/Msh6/Tgfb1/Traf3ip2" 73 "" "" "BP"
"GO:0140241" "GO:0140241" "translation at synapse" "28/1792" "48/12912" 0.583333333333333 4.203125 8.92489344336638 7.9410770123746e-13 1.00633298439317e-09 1.00633298439317e-09 "Eef2/Rpl10/Rpl10a/Rpl13/Rpl13a/Rpl14/Rpl23a/Rpl24/Rpl26/Rpl27/Rpl27a/Rpl29/Rpl32/Rpl35a/Rpl36/Rpl4/Rpl6/Rpl7/Rpl7a/Rpl8/Rpl9/Rps10/Rps11/Rps12/Rps14/Rps24/Rps26/Rps5" 28 "" "" "BP"
"GO:0140242" "GO:0140242" "translation at postsynapse" "28/1792" "48/12912" 0.583333333333333 4.203125 8.92489344336638 7.9410770123746e-13 1.00633298439317e-09 1.00633298439317e-09 "Eef2/Rpl10/Rpl10a/Rpl13/Rpl13a/Rpl14/Rpl23a/Rpl24/Rpl26/Rpl27/Rpl27a/Rpl29/Rpl32/Rpl35a/Rpl36/Rpl4/Rpl6/Rpl7/Rpl7a/Rpl8/Rpl9/Rps10/Rps11/Rps12/Rps14/Rps24/Rps26/Rps5" 28 "" "" "BP"
"GO:0019724" "GO:0019724" "B cell mediated immunity" "73/1792" "227/12912" 0.3215859030837 2.31714128382631 8.037048788487 9.9482699953986e-13 1.00855561213351e-09 1.00855561213351e-09 "Btk/Cd28/Cd55/Cd74/Cr2/Ercc1/Exosc3/Fcer2a/Fcmr/H2-DMa/Hmces/Icosl/Ighd/Ighm/Ighv1-12/Ighv1-15/Ighv1-19/Ighv1-22/Ighv1-26/Ighv1-50/Ighv1-52/Ighv1-53/Ighv1-54/Ighv1-55/Ighv1-58/Ighv1-62-2/Ighv1-62-3/Ighv1-66/Ighv1-67/Ighv1-69/Ighv1-7/Ighv1-72/Ighv1-74/Ighv1-75/Ighv1-76/Ighv1-77/Ighv1-78/Ighv1-80/Ighv1-81/Ighv1-82/Ighv1-84/Ighv1-9/Ighv10-3/Ighv14-1/Ighv14-2/Ighv14-3/Ighv14-4/Ighv15-2/Ighv2-9/Ighv4-1/Ighv5-17/Ighv5-4/Ighv5-9-1/Ighv6-3/Ighv7-1/Ighv7-4/Ighv8-12/Ighv8-2/Ighv8-5/Ighv8-8/Ighv9-1/Ighv9-2/Ighv9-3/Ighv9-4/Iglc3/Il21r/Il4/Lta/Mad2l2/Msh2/Msh6/Tgfb1/Traf3ip2" 73 "" "" "BP"
"GO:0022613" "GO:0022613" "ribonucleoprotein complex biogenesis" "113/1792" "426/12912" 0.265258215962441 1.91128018108652 7.67788510745118 1.84724109118697e-12 1.5606108485378e-09 1.5606108485378e-09 "Aatf/Ago1/Bms1/Clns1a/Coil/Cul4b/Ddx18/Ddx21/Ddx49/Denr/Dhx29/Dicer1/Eif3f/Eif3h/Eif3k/Eif3l/Eif3m/Eral1/Exosc1/Exosc3/Fau/Fbl/Gcfc2/Gemin4/Gemin5/Isy1/Las1l/Lsm4/Lyar/Mak16/Mcat/Mettl15/Mphosph6/Mrm3/Mybbp1a/Ncbp1/Nip7/Noc4l/Nol6/Nol9/Nop14/Nop2/Nop53/Nop58/Nop9/Npm1/Nsa2/Nsun4/Nufip1/Pa2g4/Pdcd11/Pelp1/Pih1d1/Pop4/Ppan/Prmt5/Prpf19/Prpf6/Prpf8/Puf60/Pwp2/Rasl2-9/Rbm10/Rbm34/Rpf2/Rpl11/Rpl13a/Rpl14/Rpl24/Rpl26/Rpl27/Rpl35a/Rpl7/Rpl7a/Rplp0/Rps11/Rps12/Rps13/Rps14/Rps15/Rps17/Rps19/Rps21/Rps24/Rps3a1/Rps4x/Rps5/Rps6/Rps6-ps4/Rps7/Rpsa/Rrp15/Rrp8/Rrs1/Sart1/Sde2/Sf3a2/Shq1/Snrnp200/Suv39h1/Taf9/Tsr2/U2af2/Urb1/Urb2/Utp14a/Utp4/Wdr46/Wdr75/Xrcc5/Yju2/Ythdf2/Zcchc4" 113 "" "" "BP"
"GO:0140236" "GO:0140236" "translation at presynapse" "27/1792" "47/12912" 0.574468085106383 4.13924772036474 8.65498203687927 3.39121704870957e-12 2.45572560284411e-09 2.45572560284411e-09 "Rpl10/Rpl10a/Rpl13/Rpl13a/Rpl14/Rpl23a/Rpl24/Rpl26/Rpl27/Rpl27a/Rpl29/Rpl32/Rpl35a/Rpl36/Rpl4/Rpl6/Rpl7/Rpl7a/Rpl8/Rpl9/Rps10/Rps11/Rps12/Rps14/Rps24/Rps26/Rps5" 27 "" "" "BP"
"GO:0042254" "GO:0042254" "ribosome biogenesis" "85/1792" "304/12912" 0.279605263157895 2.01465578007519 7.18669104588233 6.20852664891628e-11 3.93387769791958e-08 3.93387769791958e-08 "Aatf/Bms1/Cul4b/Ddx18/Ddx21/Ddx49/Dhx29/Dicer1/Eral1/Exosc1/Exosc3/Fau/Fbl/Las1l/Lyar/Mak16/Mcat/Mettl15/Mphosph6/Mrm3/Mybbp1a/Nip7/Noc4l/Nol6/Nol9/Nop14/Nop2/Nop53/Nop58/Nop9/Npm1/Nsa2/Nsun4/Pa2g4/Pdcd11/Pelp1/Pih1d1/Pop4/Ppan/Pwp2/Rasl2-9/Rbm10/Rbm34/Rpf2/Rpl11/Rpl14/Rpl24/Rpl26/Rpl27/Rpl35a/Rpl7/Rpl7a/Rplp0/Rps11/Rps12/Rps13/Rps14/Rps15/Rps17/Rps19/Rps21/Rps24/Rps3a1/Rps4x/Rps5/Rps6/Rps6-ps4/Rps7/Rpsa/Rrp15/Rrp8/Rrs1/Sart1/Sde2/Suv39h1/Tsr2/Urb1/Urb2/Utp14a/Utp4/Wdr46/Wdr75/Xrcc5/Ythdf2/Zcchc4" 85 "" "" "BP"
"GO:0016072" "GO:0016072" "rRNA metabolic process" "69/1792" "241/12912" 0.286307053941909 2.06294457617072 6.68667546876795 1.33109014226939e-09 7.49699547907062e-07 7.49699547907062e-07 "Bms1/Ddx18/Ddx21/Ddx49/Dedd/Dicer1/Dis3l/Exosc1/Exosc3/Fbl/Gtf3c1/Las1l/Lyar/Mak16/Mettl15/Mphosph6/Mrm3/Mtor/Nol6/Nol9/Nop14/Nop2/Nop53/Nop9/Npm1/Nsa2/Nsun4/Pa2g4/Pdcd11/Pelp1/Pih1d1/Polr1a/Pop4/Ppan/Pwp2/Rbm34/Rpf2/Rpl11/Rpl14/Rpl26/Rpl27/Rpl35a/Rpl7/Rpl7a/Rps14/Rps15/Rps17/Rps19/Rps21/Rps24/Rps6/Rps6-ps4/Rps7/Rrp15/Rrp8/Rrs1/Sart1/Sde2/Suv39h1/Tcof1/Tsr2/Ubtf/Urb1/Utp14a/Utp4/Wdr46/Wdr75/Ythdf2/Zcchc4" 69 "" "" "BP"
"GO:0006364" "GO:0006364" "rRNA processing" "62/1792" "211/12912" 0.293838862559242 2.11721394719025 6.56833308392762 3.01687539340725e-09 1.52925413691813e-06 1.52925413691813e-06 "Bms1/Ddx18/Ddx21/Ddx49/Dicer1/Exosc1/Exosc3/Fbl/Las1l/Lyar/Mak16/Mettl15/Mphosph6/Mrm3/Nol6/Nol9/Nop14/Nop2/Nop53/Nop9/Npm1/Nsa2/Nsun4/Pa2g4/Pdcd11/Pelp1/Pih1d1/Pop4/Ppan/Pwp2/Rbm34/Rpf2/Rpl11/Rpl14/Rpl26/Rpl27/Rpl35a/Rpl7/Rpl7a/Rps14/Rps15/Rps17/Rps19/Rps21/Rps24/Rps6/Rps6-ps4/Rps7/Rrp15/Rrp8/Rrs1/Sart1/Sde2/Suv39h1/Tsr2/Urb1/Utp14a/Utp4/Wdr46/Wdr75/Ythdf2/Zcchc4" 62 "" "" "BP"
