"ID" "Description" "GeneRatio" "BgRatio" "RichFactor" "FoldEnrichment" "zScore" "pvalue" "p.adjust" "qvalue" "geneID" "Count" "category" "subcategory" "ONTOLOGY"
"GO:0008033" "GO:0008033" "tRNA processing" "33/1771" "122/12912" 0.270491803278689 1.97210060075349 4.30113415487551 7.12698079885695e-05 0.262903954577672 0.262903954577672 "Adat3/Alkbh1/Ctu2/Dalrd3/Ddx1/Dus3l/Dus4l/Elac1/Fars2/Gon7/Grsf1/Gtdc1/Gtpbp3/Mocs3/Mtfmt/Nat10/Pop5/Pus10/Pus3/Pusl1/Qtrt1/Rpp38/Ssb/Tprkb/Trmt10a/Trmt12/Trmt13/Trmt5/Trnt1/Trub2/Urm1/Wdr4/Yrdc" 33 "" "" "BP"
"GO:0048284" "GO:0048284" "organelle fusion" "37/1771" "145/12912" 0.255172413793103 1.8604100547129 4.15405443117281 0.000103028355738633 0.262903954577672 0.262903954577672 "Arl8b/Bax/Bcl2a1b/Bcl2a1d/Bet1/Chchd3/Chmp2a/Chmp2b/Chmp5/Chmp6/Cidea/Grik5/Mcl1/Miga2/Mtch2/Parl/Rab20/Rab39/Rufy1/Samd9l/Snap29/Stoml2/Stx12/Stx16/Stx17/Stx1a/Stx4a/Stx6/Stx8/Syt11/Syt8/Tbc1d4/Tom1/Uvrag/Vamp2/Vamp3/Vamp4" 37 "" "" "BP"
"GO:0050000" "GO:0050000" "chromosome localization" "29/1771" "106/12912" 0.273584905660377 1.99465177972151 4.09962735173688 0.000153864975367346 0.262903954577672 0.262903954577672 "Abraxas1/Actr2/Atm/Brca2/Cdc23/Cdc42/Cdca5/Chmp2a/Chmp2b/Chmp5/Chmp6/Cul3/Gem/Iffo1/Kat2b/Katnb1/Kifc5b/Knstrn/Lmna/Map1s/Mlh1/Nde1/Nek2/Nsl1/Sirt2/Ska2/Snhg15/Spc25/Zwint" 29 "" "" "BP"
"GO:0006399" "GO:0006399" "tRNA metabolic process" "40/1771" "166/12912" 0.240963855421687 1.75681835189431 3.9127840152296 0.000209660579584881 0.268680032738025 0.268680032738025 "Aars2/Adat3/Alkbh1/Ctu2/Dalrd3/Ddx1/Dus3l/Dus4l/Elac1/Exosc8/Fars2/Gon7/Grsf1/Gtdc1/Gtpbp3/Hars2/Mocs3/Mtfmt/Nars2/Nat10/Pop5/Pus10/Pus3/Pusl1/Qrsl1/Qtrt1/Rpp38/Slfn2/Ssb/Tprkb/Trmt10a/Trmt12/Trmt13/Trmt5/Trnt1/Trub2/Urm1/Wdr4/Yars2/Yrdc" 40 "" "" "BP"
"GO:0090150" "GO:0090150" "establishment of protein localization to membrane" "51/1771" "233/12912" 0.218884120171674 1.59583950291172 3.65924835512187 0.000396703783887209 0.406700719241166 0.406700719241166 "Acsl3/Agk/Arfrp1/Arl6/Atp2c1/Bag6/Bax/Bid/Caml/Ccdc47/Cdk5/Cdk5r1/Clip1/Emc2/Emc3/Emc6/Folr1/Gdi1/Golga4/Golph3/Hspa5/Mal/Mief2/Mtch2/Ogt/Pard3/Pdcd5/Pex26/Rab10/Rab11fip3/Samm50/Sec61b/Sec62/Slc1a1/Snx27/Srp19/Ssr3/Stx4a/Tmem126a/Tmem147/Tomm22/Tram1/Vamp2/Vamp3/Vamp4/Zdhhc1/Zdhhc20/Zdhhc21/Zdhhc23/Zdhhc24/Zdhhc7" 51 "" "" "BP"
"GO:0006906" "GO:0006906" "vesicle fusion" "27/1771" "103/12912" 0.262135922330097 1.91117957601706 3.70162236164588 0.00053818774139837 0.419763113732142 0.419763113732142 "Arl8b/Bet1/Chmp2a/Chmp2b/Chmp5/Chmp6/Grik5/Rab20/Rab39/Rufy1/Samd9l/Snap29/Stx12/Stx16/Stx17/Stx1a/Stx4a/Stx6/Stx8/Syt11/Syt8/Tbc1d4/Tom1/Uvrag/Vamp2/Vamp3/Vamp4" 27 "" "" "BP"
"GO:0009451" "GO:0009451" "RNA modification" "34/1771" "141/12912" 0.24113475177305 1.75806432235664 3.60852979337911 0.000596744284639974 0.419763113732142 0.419763113732142 "Alkbh1/Ctu2/Dalrd3/Dnajb11/Dus3l/Dus4l/Gon7/Gtdc1/Gtpbp3/Hnrnpc/Jmjd6/Mettl3/Mocs3/Mtfmt/Nat10/Nop10/Nsun5/Pus10/Pus3/Pusl1/Qtrt1/Tfb1m/Tfb2m/Tprkb/Trmt10a/Trmt12/Trmt13/Trmt5/Trub2/Tsr3/Urm1/Wdr4/Wtap/Yrdc" 34 "" "" "BP"
"GO:0072594" "GO:0072594" "establishment of protein localization to organelle" "75/1771" "381/12912" 0.196850393700787 1.43519609455933 3.4378090161189 0.00065511215564907 0.419763113732142 0.419763113732142 "Agap3/Agk/Ap4m1/Appl2/Atf2/Bag6/Bax/Bcap31/Bid/Brca2/Cbl/Cct3/Cct4/Cct8/Cfl1/Ddit3/Edem1/Eif4enif1/Elavl1/Flna/Folr1/Gbp4/Golph3/Grpel2/Heatr3/Hspa5/Ipo9/Jak2/Lmna/Mapk1/Mapk14/Mavs/Mon1a/Mtch2/Nfkbia/Nup85/Pam16/Parl/Pdcd5/Pex1/Pex14/Pex26/Pex6/Pex7/Pmaip1/Pot1a/Prickle1/Prkcq/Ptpn23/Rab10/Rab23/Samm50/Sec61b/Sec62/Sirt4/Sirt6/Spcs1/Srp19/Ssr3/Sumo1/Timm21/Timm50/Timm8a1/Tmem126a/Tnfaip3/Tnpo2/Tomm22/Tram1/Trim37/Tspan17/Uaca/Vps54/Wbp2/Ywhaz/Zfand2a" 75 "" "" "BP"
"GO:0090174" "GO:0090174" "organelle membrane fusion" "27/1771" "105/12912" 0.257142857142857 1.8747761555215 3.58835180810474 0.000743571031025116 0.423505011670527 0.423505011670527 "Arl8b/Bet1/Chmp2a/Chmp2b/Chmp5/Chmp6/Grik5/Rab20/Rab39/Rufy1/Samd9l/Snap29/Stx12/Stx16/Stx17/Stx1a/Stx4a/Stx6/Stx8/Syt11/Syt8/Tbc1d4/Tom1/Uvrag/Vamp2/Vamp3/Vamp4" 27 "" "" "BP"
"GO:0051656" "GO:0051656" "establishment of organelle localization" "79/1771" "409/12912" 0.193154034229829 1.40824669112115 3.34506334134425 0.000855591548226501 0.428083003808237 0.428083003808237 "Abraxas1/Agtpbp1/Ahi1/Ap1ar/Arhgap21/Armcx3/Atm/Bloc1s2/Brca2/Cbl/Cdc23/Cdc42/Cdca5/Cdk5/Cfl1/Chmp2a/Chmp2b/Chmp5/Chmp6/Cops5/Cul3/Dlg1/Dnm2/Dtnbp1/Enkd1/Exoc5/Fhod1/Fyco1/Gem/Hdac6/Hook3/Kat2b/Kifc5b/Knstrn/Lat/Lmna/Lmnb2/Map1s/Map4k2/Map6/Mdn1/Mlh1/Myo7a/Nde1/Nek2/Nsl1/Ntn1/Pafah1b1/Pard3/Pef1/Pex14/Pkd1/Preb/Prkcz/Rhot2/Riok2/Sar1a/Sirt2/Ska2/Snhg15/Spc25/Stard3nl/Stk11/Stxbp2/Stxbp3/Syne2/Syt11/Syt6/Tacc1/Tanc2/Trak1/Trappc13/Trappc6a/Trim46/Tuba1a/Unc13d/Ykt6/Ywhaz/Zwint" 79 "" "" "BP"
