"ID" "Description" "GeneRatio" "BgRatio" "RichFactor" "FoldEnrichment" "zScore" "pvalue" "p.adjust" "qvalue" "geneID" "Count" "category" "subcategory" "ONTOLOGY"
"GO:0006936" "GO:0006936" "muscle contraction" "42/1309" "178/12912" 0.235955056179775 2.32746500030043 5.98984074157277 1.26391580370737e-07 0.000636381607166659 0.000604417841709744 "Abat/Ace2/Adrb1/Arg2/Cald1/Calm3/Cav1/Chrne/Cttn/F2r/Fkbp1a/Gsn/Gucy1a1/Homer1/Hsp90aa1/Itga2/Kcnip2/Kcnj2/Kcnj8/Map2k3/Myl4/Myl6/Myl6b/Mylpf/Nedd4l/Ormdl3/P2rx1/Pde5a/Prkg1/Prok2/Scn1b/Smtn/Snta1/Sod1/Stac3/Sulf1/Tcap/Tnnt2/Tpcn2/Tpm1/Tpm2/Tpm4" 42 "" "" "BP"
"GO:0003012" "GO:0003012" "muscle system process" "54/1309" "267/12912" 0.202247191011236 1.99497000025751 5.51786178658275 5.10378804508026e-07 0.00128487864034896 0.00122034258362103 "Abat/Ace2/Adk/Adrb1/Arg2/Bmp2/Cald1/Calm3/Cav1/Chrne/Col14a1/Col6a1/Cttn/F2r/Fkbp1a/Gsn/Gucy1a1/Homer1/Hsp90aa1/Igf1/Itga2/Kcnip2/Kcnj2/Kcnj8/Lmcd1/Map2k3/Myl4/Myl6/Myl6b/Mylpf/Ndufs4/Nedd4l/Nr4a3/Ormdl3/P2rx1/P2ry1/Pde5a/Prkg1/Prok2/Scn1b/Smtn/Snta1/Sod1/Stac3/Sulf1/Tbce/Tcap/Tnnt2/Tpcn2/Tpm1/Tpm2/Tpm4/Trim72/Twf1" 54 "" "" "BP"
"GO:0007160" "GO:0007160" "cell-matrix adhesion" "37/1309" "165/12912" 0.224242424242424 2.2119313841239 5.26236089661939 2.59449563640715e-06 0.00338306443199882 0.00321314205081705 "Acer2/Actg1/Cask/Coro1c/Cttn/Disc1/Dusp3/Fermt2/Fermt3/Gp5/Hoxa7/Hpse/Ilk/Itga10/Itga2/Itga2b/Itga6/Itgad/Itgb1/Itgb1bp1/Itgb3/Itgb4/Jam3/Kdr/L1cam/Mink1/Mmp14/Ptpn11/Ptprk/Rac1/S100a10/Src/Thbs1/Trem1/Vcl/Vegfa/Zyx" 37 "" "" "BP"
"GO:0050817" "GO:0050817" "coagulation" "34/1309" "146/12912" 0.232876712328767 2.29710016011386 5.29403902652795 2.68763807904574e-06 0.00338306443199882 0.00321314205081705 "Angpt1/Anxa8/Cav1/F11r/F2r/F5/Fbln1/Fermt3/Fundc2/Gnaq/Gp1ba/Gp1bb/Gp5/Gp9/Hpse/Itgb3/Mertk/Mfsd2b/P2rx1/P2ry1/Pdgfa/Pla2g4a/Plek/Prdx2/Prkg1/Procr/Pros1/Prrg2/Slc6a4/Slc7a11/Thbs1/Tspan9/Tubb1/Tyro3" 34 "" "" "BP"
"GO:0007596" "GO:0007596" "blood coagulation" "33/1309" "143/12912" 0.230769230769231 2.27631192337075 5.15479049948005 4.62940749770114e-06 0.00466181335018505 0.00442766279201185 "Anxa8/Cav1/F11r/F2r/F5/Fbln1/Fermt3/Fundc2/Gnaq/Gp1ba/Gp1bb/Gp5/Gp9/Hpse/Itgb3/Mertk/Mfsd2b/P2rx1/P2ry1/Pdgfa/Pla2g4a/Plek/Prdx2/Prkg1/Procr/Pros1/Prrg2/Slc6a4/Slc7a11/Thbs1/Tspan9/Tubb1/Tyro3" 33 "" "" "BP"
"GO:0034329" "GO:0034329" "cell junction assembly" "59/1309" "326/12912" 0.180981595092025 1.78520577221407 4.82295308729674 6.77275931801686e-06 0.00507706459658888 0.00482205706628407 "Abi2/Abi3bp/Ace2/Ache/Actb/Actg1/Adgrl1/Akap5/Amigo1/Arhgef15/Cav1/Cdh24/Cntnap1/Coro1c/Cttn/Dlg4/Dusp3/Ect2/Efnb2/Efnb3/F11r/Farp1/Fermt2/Il1rap/Itga2/Itgb1/Itgb1bp1/Itgb3/Itgb4/Jam3/Kcnj8/Kdr/L1cam/Lrrn3/Mmp14/Nedd4l/Nedd8/Ophn1/Pkp4/Plxna4/Plxnb3/Pmp22/Ptpn11/Ptprk/Rac1/Rap1b/Rap2a/Rtn4/S100a10/Sdcbp/Shank3/Snai1/Src/Trim47/Vcl/Vegfa/Vmp1/Xlr3b/Zdhhc2" 59 "" "" "BP"
"GO:0007599" "GO:0007599" "hemostasis" "33/1309" "146/12912" 0.226027397260274 2.22953839069875 5.01828958559542 7.43348770425398e-06 0.00507706459658888 0.00482205706628407 "Anxa8/Cav1/F11r/F2r/F5/Fbln1/Fermt3/Fundc2/Gnaq/Gp1ba/Gp1bb/Gp5/Gp9/Hpse/Itgb3/Mertk/Mfsd2b/P2rx1/P2ry1/Pdgfa/Pla2g4a/Plek/Prdx2/Prkg1/Procr/Pros1/Prrg2/Slc6a4/Slc7a11/Thbs1/Tspan9/Tubb1/Tyro3" 33 "" "" "BP"
"GO:0030168" "GO:0030168" "platelet activation" "23/1309" "85/12912" 0.270588235294118 2.66908731407001 5.18549941366595 8.06683550600021e-06 0.00507706459658888 0.00482205706628407 "F11r/F2r/Fermt3/Fundc2/Gnaq/Gp1ba/Gp1bb/Gp5/Gp9/Itgb3/Mertk/Mfsd2b/P2rx1/P2ry1/Pdgfa/Pla2g4a/Plek/Prkg1/Slc6a4/Slc7a11/Tspan9/Tubb1/Tyro3" 23 "" "" "BP"
"GO:0042391" "GO:0042391" "regulation of membrane potential" "49/1309" "259/12912" 0.189189189189189 1.86616563087151 4.72953771276697 1.19061209996781e-05 0.00666081324815323 0.00632625821070614 "Abat/Adrb1/Akap7/B2m/Cacnb3/Calm3/Cav1/Chrne/Cln3/Cnga1/Cntnap1/Col6a1/Dlg4/Dynll1/Fhl1/Gnaq/Grin2d/Hcn3/Igsf9b/Il1rn/Jun/Kcnd1/Kcnh3/Kcnip2/Kcnj2/Kcnj8/Kctd7/Kdr/Ndufs4/Nedd4l/Nos1ap/Npff/P2rx1/Pmp22/Popdc2/Ppif/Scn1b/Shank3/Slc25a33/Slc6a4/Snta1/Sod1/Src/Tspan4/Tspan9/Tspo/Ubb/Unc13b/Ywhah" 49 "" "" "BP"
"GO:0042026" "GO:0042026" "protein refolding" "10/1309" "21/12912" 0.476190476190476 4.69715158790789 5.69505887905233 1.37023414798376e-05 0.00675594689646756 0.00641661354741068 "B2m/Dnaja1/Hsp90aa1/Hspa1a/Hspa1b/Hspa8/Hspb1/Hspd1/Pdcl/St13" 10 "" "" "BP"
