"ID" "Description" "GeneRatio" "BgRatio" "RichFactor" "FoldEnrichment" "zScore" "pvalue" "p.adjust" "qvalue" "geneID" "Count" "category" "subcategory" "ONTOLOGY"
"GO:0042742" "GO:0042742" "defense response to bacterium" "46/1292" "209/12912" 0.220095693779904 2.19959411616573 5.82991810781556 1.98414146464324e-07 0.00099524535866505 0.000935052772337662 "Adgrb1/Ang/Bcl3/C5ar1/Card9/Casp1/Casp4/Clec4e/Defb1/Ear2/Epha2/Gbp7/Gsdmd/H2-T23/Havcr2/Hck/Hmgb2/Igha/Ighg2b/Il18/Il1b/Irgm2/Krt6a/Lgals4/Lgals9/Nagk/Naip5/Naip6/Optn/Pglyrp1/Pla2g6/Plac8/Pld1/Rab1a/Rasgrp4/S100a14/Slc11a1/Stab1/Tab3/Tirap/Tlr4/Tnf/Trem3/Wfdc17/Wfdc2/Xiap" 46 "" "" "BP"
"GO:0043542" "GO:0043542" "endothelial cell migration" "36/1292" "170/12912" 0.211764705882353 2.1163358222546 4.88549591832308 1.03586142190238e-05 0.0259794044613118 0.0244081662413525 "Adam8/Adgrb1/Ager/Akt1/Atp2b4/Bsg/Card10/Cxcl12/Cxcr4/Dcn/Egf/Emp2/Epha2/Gadd45a/Gpx1/Itgav/Klf4/Nfe2l2/Pik3cg/Plk2/Pparg/Prkca/Ptk2/Pxn/Rhob/Rras/S100a9/Sash1/Serpinf1/Sox18/Sparc/Spred1/Svbp/Tnf/Vhl/Zeb2" 36 "" "" "BP"
"GO:0051336" "GO:0051336" "regulation of hydrolase activity" "78/1292" "497/12912" 0.156941649899396 1.56844472407199 4.30924519250795 3.48862347314083e-05 0.0489011598318248 0.045943610460648 "Adap1/Ager/Agrn/Aifm1/Ajuba/Akt1/Akt2/Ang/Aph1c/Arhgap11a/Arhgap24/Arhgef10/Arhgef16/Arrb1/Asap1/Bad/Card9/Casp1/Cav2/Ccn1/Ccpg1/Cdkn2d/Cldn13/Crk/Cryab/Cstb/Epha2/Epha4/Ephb3/Furin/Gas6/Gpr137b/Gpx1/Hras/Klf4/Lyn/Mkks/Naip5/Naip6/Ndel1/Nr1h3/Pbp2/Pi16/Plaa/Plaur/Plin5/Pot1b/Pparg/Ppt1/Prr7/Rab11fip2/Ralbp1/Ret/Rffl/Rgs16/Rps27l/S100a8/S100a9/Serpina3f/Serpinf1/Serping1/Siah2/Slc11a2/Snca/Sort1/Spry1/Srgap2/Svbp/Tank/Tbc1d10b/Tbc1d2/Tbc1d7/Tiam2/Tnf/Wdr41/Wfdc2/Xiap/Zc3h15" 78 "" "" "BP"
"GO:0046330" "GO:0046330" "positive regulation of JNK cascade" "20/1292" "80/12912" 0.25 2.4984520123839 4.48279409004944 8.73843352722809e-05 0.0489011598318248 0.045943610460648 "Ager/Ankrd6/Card9/Crk/Dusp22/Fgd4/Gadd45a/Gadd45g/Hras/Il1a/Il1b/Map3k11/Naip5/Naip6/Stk3/Taok3/Tirap/Tlr4/Tnf/Xiap" 20 "" "" "BP"
"GO:0006641" "GO:0006641" "triglyceride metabolic process" "19/1292" "74/12912" 0.256756756756757 2.56597774244833 4.5046483360066 8.85109913931093e-05 0.0489011598318248 0.045943610460648 "Agpat2/Apobec1/Cat/Ccnc/Daglb/Dbi/Gk/Gpx1/Insig1/Lipe/Mgll/Nr1h3/Pck2/Pik3cg/Plin5/Sik1/Slc22a4/Tbl1xr1/Thrb" 19 "" "" "BP"
"GO:0007169" "GO:0007169" "cell surface receptor protein tyrosine kinase signaling pathway" "69/1292" "439/12912" 0.157175398633257 1.57078076405002 4.05717985840899 9.33613376899183e-05 0.0489011598318248 0.045943610460648 "Adgre4/Adipor1/Akt1/Akt2/Blvrb/Cadm1/Cav2/Cblc/Ccdc88a/Cd59a/Cd63/Col4a1/Cpne3/Crk/Dcn/Ddit4/Diaph2/Dll1/Dok3/Dstyk/Egf/Epha2/Epha4/Ephb3/Errfi1/Fam20c/Fzd4/Ghr/Gprc5a/Hck/Hras/Igfbp3/Igfbp5/Il1b/Inppl1/Lyn/Map2k2/Mapkapk2/Marcks/Mbd5/Mvp/Ndel1/Nrp2/Nucb2/Osbpl8/Pip4k2a/Plaur/Prkca/Ptk2/Ptpn1/Ptpre/Ptprf/Pxn/Rab7/Ret/Rhod/Slc31a1/Snca/Socs3/Sort1/Sos2/Spry1/Srms/Tnf/Tns2/Ulk1/Zbtb7b/Zdhhc16/Zfand2b" 69 "" "" "BP"
"GO:0098754" "GO:0098754" "detoxification" "21/1292" "87/12912" 0.241379310344828 2.41229849471549 4.40722851220982 0.000101508454142741 0.0489011598318248 0.045943610460648 "Akr1a1/Aldh1a1/Cat/Ccs/Cp/Gch1/Gpx1/Gsr/Gsta3/Gstm5/Mgst3/Mt1/Nfe2l2/Nqo1/Oscp1/Rab29/Ralbp1/S100a8/S100a9/Sesn2/Slc11a1" 21 "" "" "BP"
"GO:0050830" "GO:0050830" "defense response to Gram-positive bacterium" "20/1292" "81/12912" 0.246913580246914 2.46760692581126 4.41804507962554 0.000105289430564126 0.0489011598318248 0.045943610460648 "Ang/C5ar1/Card9/Casp4/Defb1/Ear2/Epha2/Gbp7/Gsdmd/H2-T23/Havcr2/Hck/Hmgb2/Il18/Il1b/Krt6a/Pglyrp1/Pld1/Tirap/Tnf" 20 "" "" "BP"
"GO:0120031" "GO:0120031" "plasma membrane bounded cell projection assembly" "66/1292" "417/12912" 0.158273381294964 1.58175379201283 4.02668125911941 0.000106949274240649 0.0489011598318248 0.045943610460648 "Abcc4/Abi3/Agrn/Aif1l/Ajuba/Akt1/Anln/Arhgap24/Arpc2/Asap1/Atg3/Atp6v0d1/Bbip1/Bbs10/Cby1/Ccdc57/Ccdc88a/Cdc42ep2/Cdc42ep3/Cenpj/Cep131/Cep19/Cep290/Cep83/Cfap20/Dnaaf3/Dnm3/Emp2/Epha2/Eps8/Eps8l1/Fgd4/Fscn1/Gm14137/Hras/Icam1/Ift81/Inppl1/Kctd17/Kif24/Mkks/Ndel1/Odf2l/Palm/Pld1/Podxl/Ppp1r9b/Pxn/Rab29/Rhod/Rsph9/Sdccag8/Sh3yl1/Shtn1/Srgap2/Stx2/Tacstd2/Tbc1d31/Tbc1d7/Tmem107/Tmem237/Tmem67/Trpm2/Ube2b/Whamm/Wwtr1" 66 "" "" "BP"
"GO:0043408" "GO:0043408" "regulation of MAPK cascade" "75/1292" "490/12912" 0.153061224489796 1.5296644973779 3.98576119617732 0.000112734589614374 0.0489011598318248 0.045943610460648 "Adam8/Ager/Ajuba/Akt1/Ankrd6/Arrb1/C5ar1/Card9/Cav2/Cblc/Ccn1/Cd24a/Cntf/Crk/Cxcl12/Cxcr4/Dok3/Dstyk/Dusp16/Dusp22/Dusp5/Egf/Eif2ak2/Epha2/Epha4/Erp29/Errfi1/Fgd4/Fzd4/Gadd45a/Gadd45g/Gas6/Gcnt2/Havcr2/Hras/Icam1/Igfbp3/Il1a/Il1b/Il6ra/Klf4/Ksr1/Lamtor1/Lyn/Map2k2/Map3k11/Naip5/Naip6/Paqr3/Pbp2/Pde8b/Pik3cg/Pparg/Prkca/Psca/Ptpn1/Ret/Rnf149/Rras/Sash1/Sphk1/Spred1/Spred3/Spry1/Stk3/Stk40/Taok3/Tirap/Tlr4/Tnf/Trim30a/Trim30b/Vrk2/Xiap/Zeb2" 75 "" "" "BP"
